Reference	Prediction	Ref_words	Pred_words	Diff_num_words	Lev_distance	Lev_distance_words	Average_lev_dist_words
õ˧ʈʂʰɯ˧dʑo˩ tʰi˩˥ ɲi˧ʈʂæ˧ʑi˧ dɑ˥kv̩˩ze˩ mæ˩	õ˧ʈʂʰɯ˧dʑo˩ tʰi˩˥ ɲi˧ʈʂæ˧ʑi˧ dɑ˥kv̩˩ze˩ mæ˩	['õ˧ʈʂʰɯ˧dʑo˩', 'tʰi˩˥', 'ɲi˧ʈʂæ˧ʑi˧', 'dɑ˥kv̩˩ze˩', 'mæ˩']	['õ˧ʈʂʰɯ˧dʑo˩', 'tʰi˩˥', 'ɲi˧ʈʂæ˧ʑi˧', 'dɑ˥kv̩˩ze˩', 'mæ˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
mɤ˧dɑ˩ zo˧ tɕʰi˧bi˧pi˧hɯ˧dʑo˩ hwɤ˧tɕi˥ʁo˥bv̩˩ tʰv̩˩ zo˧ tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩	mɤ˧dɑ˩ zo˧ tɕʰi˧bi˧pi˧ hɯ˧dʑo˧ hwɤ˧tɕi˥ʁo˩bv̩˩ tʰv̩˩ zo˧ tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩	['mɤ˧dɑ˩', 'zo˧', 'tɕʰi˧bi˧pi˧hɯ˧dʑo˩', 'hwɤ˧tɕi˥ʁo˥bv̩˩', 'tʰv̩˩', 'zo˧', 'tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩']	['mɤ˧dɑ˩', 'zo˧', 'tɕʰi˧bi˧pi˧', 'hɯ˧dʑo˧', 'hwɤ˧tɕi˥ʁo˩bv̩˩', 'tʰv̩˩', 'zo˧', 'tɕʰi˧le˥wo˩tsʰɯ˩pi˩kv̩˩']	1	0.9685534591194969	[1.0, 1.0, 0.7586206896551724, 0.2727272727272727, 0.4, 0.0, 0.07692307692307693]	0.501181577043646
mv̩˩lo˥ʝi˩pi˩ ɖɯ˧v̩˧ ɖɯ˧ʑi˩ tʰi˩dzi˩dʑo˩ tʰi˩˥ qv̩˧ɻ̍˧ʁo˧ mv̩˩lo˥ʝi˩ tʰi˩dzi˩ɲi˩pi˩kv̩˩mæ˩ ə˧ʝi˧ʂɯ˥ʝi˩	mv̩˩lo˥ʝi˩ pi˩hĩ˩ ɖɯ˧v̩˧ ɖɯ˧ʑi˩ tʰi˧dzi˩dʑo˩ tʰi˩˥ qv̩˧ɻ̍˧ʁo˧ mv̩˩lo˥ʝi˩ tʰi˧dzi˩ɲi˩pi˩kv̩˩mæ˩ ə˧ʝi˧ʂɯ˥ʝi˩	['mv̩˩lo˥ʝi˩pi˩', 'ɖɯ˧v̩˧', 'ɖɯ˧ʑi˩', 'tʰi˩dzi˩dʑo˩', 'tʰi˩˥', 'qv̩˧ɻ̍˧ʁo˧', 'mv̩˩lo˥ʝi˩', 'tʰi˩dzi˩ɲi˩pi˩kv̩˩mæ˩', 'ə˧ʝi˧ʂɯ˥ʝi˩']	['mv̩˩lo˥ʝi˩', 'pi˩hĩ˩', 'ɖɯ˧v̩˧', 'ɖɯ˧ʑi˩', 'tʰi˧dzi˩dʑo˩', 'tʰi˩˥', 'qv̩˧ɻ̍˧ʁo˧', 'mv̩˩lo˥ʝi˩', 'tʰi˧dzi˩ɲi˩pi˩kv̩˩mæ˩', 'ə˧ʝi˧ʂɯ˥ʝi˩']	1	0.9569377990430622	[0.8695652173913043, 0.0, 0.5, 0.2222222222222222, 0.47058823529411764, 0.0, 0.3, 0.25806451612903225, 0.25]	0.31893779900407515
ʁwɤ˧qo˧hĩ˧ le˧ʁɑ˥ʂe˩ le˧po˧tsʰɯ˧˥ hĩ˧ hĩ˧ ʂɯ˧dʑo˩ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ʈʂʰɯ˧ne˧ʝi˥ le˧qʰæ˧˥	ʁwɤ˧qo˧ hĩ˧ le˧ʁɑ˥ʂe˩ le˧po˧tsɯ˧˥ hĩ˧ hĩ˧ ʂɯ˧dʑo˩ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳɯ˧ ɖɯ˧pʰæ˧˥ ɖɯ˧v̩˧ɳ ɖɯ˧pʰæ˧˥ ʈʂʰɯ˧ne˧ʝi˥ le˧qʰæ˧˥	['ʁwɤ˧qo˧hĩ˧', 'le˧ʁɑ˥ʂe˩', 'le˧po˧tsʰɯ˧˥', 'hĩ˧', 'hĩ˧', 'ʂɯ˧dʑo˩', 'ɖɯ˧v̩˧ɳɯ˧', 'ɖɯ˧pʰæ˧˥', 'ɖɯ˧v̩˧ɳɯ˧', 'ɖɯ˧pʰæ˧˥', 'ɖɯ˧v̩˧ɳɯ˧', 'ɖɯ˧pʰæ˧˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧qʰæ˧˥']	['ʁwɤ˧qo˧', 'hĩ˧', 'le˧ʁɑ˥ʂe˩', 'le˧po˧tsɯ˧˥', 'hĩ˧', 'hĩ˧', 'ʂɯ˧dʑo˩', 'ɖɯ˧v̩˧ɳɯ˧', 'ɖɯ˧pʰæ˧˥', 'ɖɯ˧v̩˧ɳɯ˧', 'ɖɯ˧pʰæ˧˥', 'ɖɯ˧v̩˧ɳ', 'ɖɯ˧pʰæ˧˥', 'ʈʂʰɯ˧ne˧ʝi˥', 'le˧qʰæ˧˥']	1	0.9844961240310077	[0.7777777777777778, 0.15384615384615385, 0.38095238095238093, 0.13333333333333333, 1.0, 0.18181818181818182, 0.25, 0.47058823529411764, 0.47058823529411764, 0.47058823529411764, 0.47058823529411764, 0.5333333333333333, 0.42105263157894735, 0.3157894736842105]	0.4307325862500564
ɖɯ˩lo˧ mɤ˧sɯ˥ze˩ pi˧kwɤ˩tɕɯ˩lɑ˩ ə˧mv̩˧ɳɯ˥ ʐæ˩sɯ˩˥ tʰi˧mv̩˧tɕɯ˧zo˥ pʰo˩hɯ˩ɲi˥ze˩ wɤ˩	ɖɯ˩lo˧ mɤ˧sɯ˥ze˩ pi˧kwɤ˩tɕɯ˩lɑ˩ ə˧mv̩˧ɳɯ˥ ʐæ˩sɯ˩˥ tʰi˧mv̩˧ tɕɯ˧zo˥ pʰo˩hɯ˩ɲi˥ze˩ wɤ˩	['ɖɯ˩lo˧', 'mɤ˧sɯ˥ze˩', 'pi˧kwɤ˩tɕɯ˩lɑ˩', 'ə˧mv̩˧ɳɯ˥', 'ʐæ˩sɯ˩˥', 'tʰi˧mv̩˧tɕɯ˧zo˥', 'pʰo˩hɯ˩ɲi˥ze˩', 'wɤ˩']	['ɖɯ˩lo˧', 'mɤ˧sɯ˥ze˩', 'pi˧kwɤ˩tɕɯ˩lɑ˩', 'ə˧mv̩˧ɳɯ˥', 'ʐæ˩sɯ˩˥', 'tʰi˧mv̩˧', 'tɕɯ˧zo˥', 'pʰo˩hɯ˩ɲi˥ze˩', 'wɤ˩']	1	0.9940119760479041	[1.0, 1.0, 1.0, 1.0, 1.0, 0.6956521739130435, 0.2, 0.125]	0.7525815217391304
mɤ˧bi˧ze˧ ə˧zɯ˩ hĩ˧ tɕʰi˧ tʰɑ˧mɤ˧ʝi˧ze˩	mɤ˧bi˧ze˧ ə˧zɯ˩ hĩ˧ tɕʰi˧tʰɑ˩mɤ˩ʝi˩ze˩	['mɤ˧bi˧ze˧', 'ə˧zɯ˩', 'hĩ˧', 'tɕʰi˧', 'tʰɑ˧mɤ˧ʝi˧ze˩']	['mɤ˧bi˧ze˧', 'ə˧zɯ˩', 'hĩ˧', 'tɕʰi˧tʰɑ˩mɤ˩ʝi˩ze˩']	-1	0.9113924050632911	[1.0, 1.0, 1.0, 0.43478260869565216, 0.0]	0.6869565217391305
tʰv̩˧ne˧ʝi˥ tʰi˩˥ ŋv̩˧ tʰi˧ki˧se˩ tʰi˩˥ ɬo˧pv̩˥ le˧ti˩	ʈʂʰv̩˧ne˧ʝi˥ tʰi˩˥ ŋv̩˧ tʰi˧ki˧se˩ tʰi˩˥ ɬo˧pv̩˥ le˧ti˩	['tʰv̩˧ne˧ʝi˥', 'tʰi˩˥', 'ŋv̩˧', 'tʰi˧ki˧se˩', 'tʰi˩˥', 'ɬo˧pv̩˥', 'le˧ti˩']	['ʈʂʰv̩˧ne˧ʝi˥', 'tʰi˩˥', 'ŋv̩˧', 'tʰi˧ki˧se˩', 'tʰi˩˥', 'ɬo˧pv̩˥', 'le˧ti˩']	0	0.9724770642201835	[0.8695652173913043, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9813664596273292
tʰi˩˥ tʰv̩˧v̩˧ɳɯ˩ əəə… lo˩dʑo˥ ki˩kv̩˩ze˩ lo˩dʑo˥ əəə… lo˩dʑo˥ ɖɯ˧dze˩	tʰi˩˥ tʰv̩˧v̩˧ɳɯ˩ əəə… lo˩dʑo˥ ki˩kv̩˩ze˩ lo˩dʑo˧ əə… lo˩dʑo˥ ɖɯ˧dzi˩	['tʰi˩˥', 'tʰv̩˧v̩˧ɳɯ˩', 'əəə…', 'lo˩dʑo˥', 'ki˩kv̩˩ze˩', 'lo˩dʑo˥', 'əəə…', 'lo˩dʑo˥', 'ɖɯ˧dze˩']	['tʰi˩˥', 'tʰv̩˧v̩˧ɳɯ˩', 'əəə…', 'lo˩dʑo˥', 'ki˩kv̩˩ze˩', 'lo˩dʑo˧', 'əə…', 'lo˩dʑo˥', 'ɖɯ˧dzi˩']	0	0.9640287769784173	[1.0, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.8571428571428571, 1.0, 0.8571428571428571]	0.9523809523809523
ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧ so˧ɬi˧mi˧ le˧tv̩˧dʑo˥ so˧ɬi˧mi˧qo˧ ʐwæ˩ʐwæ˧tso˧ɲi˥ mæ˩ wɤ˩˥ le˧tv̩˧se˩ le˧ʐwæ˧˥	ɖɯ˧ɬi˧mi˧ ɲi˧ɬi˧mi˧ so˧ɬi˧mi˧ le˧tv̩˧dʑo˥ so˧ɬi˧mi˧ qo˧ ʐwæ˩ʐwæ˧zo˧ɲi˥z˩ mæ˩ wɤ˩˥ le˧tv̩˧se˩ le˧ʐwæ˧	['ɖɯ˧ɬi˧mi˧', 'ɲi˧ɬi˧mi˧', 'so˧ɬi˧mi˧', 'le˧tv̩˧dʑo˥', 'so˧ɬi˧mi˧qo˧', 'ʐwæ˩ʐwæ˧tso˧ɲi˥', 'mæ˩', 'wɤ˩˥', 'le˧tv̩˧se˩', 'le˧ʐwæ˧˥']	['ɖɯ˧ɬi˧mi˧', 'ɲi˧ɬi˧mi˧', 'so˧ɬi˧mi˧', 'le˧tv̩˧dʑo˥', 'so˧ɬi˧mi˧', 'qo˧', 'ʐwæ˩ʐwæ˧zo˧ɲi˥z˩', 'mæ˩', 'wɤ˩˥', 'le˧tv̩˧se˩', 'le˧ʐwæ˧']	1	0.964824120603015	[1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 0.2222222222222222, 0.21052631578947367, 0.2857142857142857, 0.14285714285714285, 0.4444444444444444]	0.6162907268170426
ə˧ʝi˧ʂɯ˥ʝi˩ ə˧mi˧ɻæ˩ ʈʰæ˧qʰwɤ˧ ɖɯ˧ɭɯ˧˥ pæ˧kʰwɤ˧ so˧ɭɯ˧	ə˧ʝi˧ʂɯ˥ʝi˩ ə˧mi˧ɻæ˩ ʈʰæ˧qʰwɤ˧ ɖɯ˧ɭɯ˧ pæ˧kʰwɤ˧ so˧ɭɯ˧	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ə˧mi˧ɻæ˩', 'ʈʰæ˧qʰwɤ˧', 'ɖɯ˧ɭɯ˧˥', 'pæ˧kʰwɤ˧', 'so˧ɭɯ˧']	['ə˧ʝi˧ʂɯ˥ʝi˩', 'ə˧mi˧ɻæ˩', 'ʈʰæ˧qʰwɤ˧', 'ɖɯ˧ɭɯ˧', 'pæ˧kʰwɤ˧', 'so˧ɭɯ˧']	0	0.9906542056074766	[1.0, 1.0, 1.0, 0.9230769230769231, 1.0, 1.0]	0.9871794871794872
zo˩no˥ əəə… zo˩no˥ hæ˧ʐwɤ˩ pi˩ hĩ˧ɻæ˧ɳɯ˥ tɕɤ˧ho˩pæ˧ tʰææ̃˧ ne˧ʝi˥zo˩ ə˩gi˩	zo˩no˥ zo˩no˥ hæ˧ʐwɤ˩pi˩ hĩ˧ɻæ˧ɳɯ˥ tɕɤ˧ho˩pæ˩ tʰææ̃˧ ni˩ʝi˥zo˩ ə˩gi˩	['zo˩no˥', 'əəə…', 'zo˩no˥', 'hæ˧ʐwɤ˩', 'pi˩', 'hĩ˧ɻæ˧ɳɯ˥', 'tɕɤ˧ho˩pæ˧', 'tʰææ̃˧', 'ne˧ʝi˥zo˩', 'ə˩gi˩']	['zo˩no˥', 'zo˩no˥', 'hæ˧ʐwɤ˩pi˩', 'hĩ˧ɻæ˧ɳɯ˥', 'tɕɤ˧ho˩pæ˩', 'tʰææ̃˧', 'ni˩ʝi˥zo˩', 'ə˩gi˩']	-2	0.9166666666666666	[1.0, 0.0, 0.125, 0.35294117647058826, 0.3076923076923077, 0.25, 0.21052631578947367, 0.0, 0.0, 0.0]	0.22461597999523697
tʰv̩˧ʁo˥dʑo˩ dʑɤ˩˥ dzɯ˧mɤ˧kv̩˩	tʰv̩˧ʁo˥dʑo˩ dʑɤ˩˥ dzɯ˧mɤ˧kv̩˩	['tʰv̩˧ʁo˥dʑo˩', 'dʑɤ˩˥', 'dzɯ˧mɤ˧kv̩˩']	['tʰv̩˧ʁo˥dʑo˩', 'dʑɤ˩˥', 'dzɯ˧mɤ˧kv̩˩']	0	1.0	[1.0, 1.0, 1.0]	1.0
tsʰe˧	sɯ˧	['tsʰe˧']	['sɯ˧']	0	0.5	[0.5]	0.5
ʈʂʰɯ˧ ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧ tʰi˩˥ mmm… tsʰe˧do˧hõ˥ɲi˩ dɑ˧mɤ˧ʁo˧ pi˧dʑo˩ tsʰe˩do˩ŋwɤ˥ əəə… tsʰe˩ŋwɤ˩ ɲi˩˥ dɑ˧˥	ʈʂʰɯ˧ ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧ tʰi˩˥ mm… tsʰe˧do˧hõ˥ɲi˩ dɑ˧mɤ˧ʁo˧ pi˧dʑo˩ tsʰe˧do˧ŋv̩˥ əəə… tsʰe˩ŋwɤ˩ɲi˥ dɑ˩	['ʈʂʰɯ˧', 'ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧', 'tʰi˩˥', 'mmm…', 'tsʰe˧do˧hõ˥ɲi˩', 'dɑ˧mɤ˧ʁo˧', 'pi˧dʑo˩', 'tsʰe˩do˩ŋwɤ˥', 'əəə…', 'tsʰe˩ŋwɤ˩', 'ɲi˩˥', 'dɑ˧˥']	['ʈʂʰɯ˧', 'ɖɯ˧ɬi˧hĩ˧ʈʂʰɯ˧', 'tʰi˩˥', 'mm…', 'tsʰe˧do˧hõ˥ɲi˩', 'dɑ˧mɤ˧ʁo˧', 'pi˧dʑo˩', 'tsʰe˧do˧ŋv̩˥', 'əəə…', 'tsʰe˩ŋwɤ˩ɲi˥', 'dɑ˩']	-1	0.9313725490196079	[1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0, 1.0, 0.6666666666666666, 1.0, 0.8571428571428571, 0.2857142857142857, 0.0]	0.8055555555555556
tʰi˩˥ mo˧ʈʂʰɯ˧dʑo˩ zo˩no˥ əəə… zo˩no˥ mo˧kɤ˩dzi˩ʈʰæ˩qo˩ di˩hĩ˩ mo˧ʈʂʰɯ˥dʑo˩ tʰi˩˥ hĩ˧ dv̩˥kv̩˩ pi˧zo˩	tʰi˩˥ mo˧ʈʂʰɯ˧dʑo˩ zo˩no˥ əə… zo˩no˥ mo˧kɤ˩dʑi˩ʈʰæ˩qo˩ di˩hĩ˩ mo˩ʈʂʰɯ˩dʑo˩ tʰi˩˥ hĩ˧ dv̩˥kv̩˩ pi˧zo˩	['tʰi˩˥', 'mo˧ʈʂʰɯ˧dʑo˩', 'zo˩no˥', 'əəə…', 'zo˩no˥', 'mo˧kɤ˩dzi˩ʈʰæ˩qo˩', 'di˩hĩ˩', 'mo˧ʈʂʰɯ˥dʑo˩', 'tʰi˩˥', 'hĩ˧', 'dv̩˥kv̩˩', 'pi˧zo˩']	['tʰi˩˥', 'mo˧ʈʂʰɯ˧dʑo˩', 'zo˩no˥', 'əə…', 'zo˩no˥', 'mo˧kɤ˩dʑi˩ʈʰæ˩qo˩', 'di˩hĩ˩', 'mo˩ʈʂʰɯ˩dʑo˩', 'tʰi˩˥', 'hĩ˧', 'dv̩˥kv̩˩', 'pi˧zo˩']	0	0.9658536585365853	[1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 0.9411764705882353, 1.0, 0.8333333333333334, 1.0, 1.0, 1.0, 1.0]	0.9693043884220355
tʰi˩˥ zo˩no˥ lo˧ʂv̩˩ hi˩nɑ˧mi˧qo˩ ʈʂʰwæ˩ʈʂʰɯ˥ ə˩gi˩	tʰi˩˥ zo˩no˥ lo˧ʂv̩˩ hi˩nɑ˧mi˧qo˩ ʈʂʰwæ˩ʈʂʰɯ˥ ə˩gi˩	['tʰi˩˥', 'zo˩no˥', 'lo˧ʂv̩˩', 'hi˩nɑ˧mi˧qo˩', 'ʈʂʰwæ˩ʈʂʰɯ˥', 'ə˩gi˩']	['tʰi˩˥', 'zo˩no˥', 'lo˧ʂv̩˩', 'hi˩nɑ˧mi˧qo˩', 'ʈʂʰwæ˩ʈʂʰɯ˥', 'ə˩gi˩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ əəə… ʈʂʰ ʈʂʰɯ˧ki˧dʑo˩ mv̩˩lo˥ʝi˩ mv̩˩ʈʂæ˩kv̩˩tsɯ˩ mv̩˩	tʰi˩˥ əəə… ʈʂʰ ʈʂʰɯ˧ki˧dʑo˩ mv̩˩lo˥ʝi˩ mv̩˩ʈʂæ˩kv̩˩tsɯ˩	['tʰi˩˥', 'əəə…', 'ʈʂʰ', 'ʈʂʰɯ˧ki˧dʑo˩', 'mv̩˩lo˥ʝi˩', 'mv̩˩ʈʂæ˩kv̩˩tsɯ˩', 'mv̩˩']	['tʰi˩˥', 'əəə…', 'ʈʂʰ', 'ʈʂʰɯ˧ki˧dʑo˩', 'mv̩˩lo˥ʝi˩', 'mv̩˩ʈʂæ˩kv̩˩tsɯ˩']	-1	0.9565217391304348	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]	0.8571428571428571
tʰi˩˥ dʑɯ˩ʁo˩ tʰv̩˩˥ dʑo˩ hɑ˧ tʰv̩˧ʈv̩˥ mv̩˧ tʰi˧kʰɯ˧˥ tʰi˧bv̩˥kv̩˩mæ˩	tʰi˩˥ dʑɯ˩ʁo˩ tʰv̩˩˥ dʑo˩ hɑ˧ ɖɯ˧ʈv̩˥ mv̩˧ tʰi˧kʰɯ˧˥ tʰi˧bv̩˥kv̩˩ mæ˩	['tʰi˩˥', 'dʑɯ˩ʁo˩', 'tʰv̩˩˥', 'dʑo˩', 'hɑ˧', 'tʰv̩˧ʈv̩˥', 'mv̩˧', 'tʰi˧kʰɯ˧˥', 'tʰi˧bv̩˥kv̩˩mæ˩']	['tʰi˩˥', 'dʑɯ˩ʁo˩', 'tʰv̩˩˥', 'dʑo˩', 'hɑ˧', 'ɖɯ˧ʈv̩˥', 'mv̩˧', 'tʰi˧kʰɯ˧˥', 'tʰi˧bv̩˥kv̩˩', 'mæ˩']	1	0.9496402877697842	[1.0, 1.0, 1.0, 1.0, 1.0, 0.625, 1.0, 1.0, 0.8888888888888888]	0.9459876543209876
wɤ˩˥ no˧ɳɯ˧ pɤ˧pɤ˧ne˧˥ le˧pɤ˥pɤ˩ gɤ˧bi˧ ʈʂʰɯ˧qo˧ tʰi˧tɕɯ˥	wɤ˩˥ no˧ɳɯ˧ pɤ˩pɤ˩ni˩˥ le˧po˥pɤ˩ gɤ˧ʑi˧tʰv̩˧qo˧ tʰi˧tɕɯ˥	['wɤ˩˥', 'no˧ɳɯ˧', 'pɤ˧pɤ˧ne˧˥', 'le˧pɤ˥pɤ˩', 'gɤ˧bi˧', 'ʈʂʰɯ˧qo˧', 'tʰi˧tɕɯ˥']	['wɤ˩˥', 'no˧ɳɯ˧', 'pɤ˩pɤ˩ni˩˥', 'le˧po˥pɤ˩', 'gɤ˧ʑi˧tʰv̩˧qo˧', 'tʰi˧tɕɯ˥']	-1	0.831858407079646	[1.0, 1.0, 0.6, 0.8888888888888888, 0.5, 0.25, 0.0]	0.6055555555555555
wɤ˩˥ mv̩˩kʰv̩˧˥ tʰi˩˥ ʐwæ˧tɕi˥ le˧pʰv̩˧˥ tʰi˩˥ zo˩qo˧ hɑ̃˧˥ dʑo˩ tʰi˧hɑ̃˧˥ ə˧ʝi˧tsʰi˧ʝi˧ni˧˥ ʑi˧qʰwɤ˧ di˩mɤ˩kv̩˥	wɤ˩˥ mv̩˩kʰv̩˩˥ tʰi˩˥ wɤ˩˥ ʐwæ˧tɕɯ˥ le˧pʰv̩˧˥ tʰi˩˥ zo˩qo˧ hɑ̃˧ɻ̍˥ dʑo˩ tʰi˧hɑ̃˧˥ ə˧ʝi˧tsʰi˧ʝi˧ni˧˥ ʑi˧qʰwɤ˧ di˩mɤ˩kv̩˧˥	['wɤ˩˥', 'mv̩˩kʰv̩˧˥', 'tʰi˩˥', 'ʐwæ˧tɕi˥', 'le˧pʰv̩˧˥', 'tʰi˩˥', 'zo˩qo˧', 'hɑ̃˧˥', 'dʑo˩', 'tʰi˧hɑ̃˧˥', 'ə˧ʝi˧tsʰi˧ʝi˧ni˧˥', 'ʑi˧qʰwɤ˧', 'di˩mɤ˩kv̩˥']	['wɤ˩˥', 'mv̩˩kʰv̩˩˥', 'tʰi˩˥', 'wɤ˩˥', 'ʐwæ˧tɕɯ˥', 'le˧pʰv̩˧˥', 'tʰi˩˥', 'zo˩qo˧', 'hɑ̃˧ɻ̍˥', 'dʑo˩', 'tʰi˧hɑ̃˧˥', 'ə˧ʝi˧tsʰi˧ʝi˧ni˧˥', 'ʑi˧qʰwɤ˧', 'di˩mɤ˩kv̩˧˥']	1	0.9482758620689655	[1.0, 0.9, 1.0, 0.3333333333333333, 0.23529411764705882, 0.2857142857142857, 0.18181818181818182, 0.18181818181818182, 0.0, 0.0, 0.46153846153846156, 0.32, 0.2222222222222222]	0.39397990646859427
ə˧mv̩˩ɳɯ˩ ʐæ˩sɯ˩˥ ʈʂʰɯ˧kʰwɤ˥ hæ̃˩ kʰɯ˧˥ tʰi˧kwɤ˩ go˧mi˧ tʰi˧ʈwæ˧tsɯ˥ mv̩˩	ə˧mv̩˧ɳɯ˩ ʐæ˩sɯ˩˥ ʈʂʰɯ˧kʰwɤ˥ hæ̃˩ kʰɯ˧ tʰi˧kwɤ˩ go˧mi˧ tʰi˧qwæ˧tsɯ˥ mv̩˩	['ə˧mv̩˩ɳɯ˩', 'ʐæ˩sɯ˩˥', 'ʈʂʰɯ˧kʰwɤ˥', 'hæ̃˩', 'kʰɯ˧˥', 'tʰi˧kwɤ˩', 'go˧mi˧', 'tʰi˧ʈwæ˧tsɯ˥', 'mv̩˩']	['ə˧mv̩˧ɳɯ˩', 'ʐæ˩sɯ˩˥', 'ʈʂʰɯ˧kʰwɤ˥', 'hæ̃˩', 'kʰɯ˧', 'tʰi˧kwɤ˩', 'go˧mi˧', 'tʰi˧qwæ˧tsɯ˥', 'mv̩˩']	0	0.9655172413793104	[0.8888888888888888, 1.0, 1.0, 1.0, 0.8888888888888888, 1.0, 1.0, 0.9166666666666666, 1.0]	0.9660493827160493
hi˩nɑ˧mi˧ dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mæ˩	hi˩nɑ˥mi˩dʑo˩ tʰi˩˥ ə˧ʝi˧ʂɯ˥ʝi˩ ʈʂʰɯ˧ne˧ʝi˥ ʐwɤ˩kv̩˩˥ mæ˩	['hi˩nɑ˧mi˧', 'dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'ʐwɤ˩kv̩˩˥', 'mæ˩']	['hi˩nɑ˥mi˩dʑo˩', 'tʰi˩˥', 'ə˧ʝi˧ʂɯ˥ʝi˩', 'ʈʂʰɯ˧ne˧ʝi˥', 'ʐwɤ˩kv̩˩˥', 'mæ˩']	-1	0.9565217391304348	[0.6363636363636364, 0.2222222222222222, 0.25, 0.36363636363636365, 0.1, 0.16666666666666666, 0.0]	0.24841269841269842
