Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
mmm… ʁo˧qʰwɤ˩ le˧pv̩˩kʰɯ˩	mm… ʁo˧qʰwɤ˩ le˧pv̩˩kʰɯ˩	mmm… ʁoqʰwɤ lepv̩kʰɯ	mm… ʁoqʰwɤ lepv̩kʰɯ	['mmm…', 'ʁoqʰwɤ', 'lepv̩kʰɯ']	['mm…', 'ʁoqʰwɤ', 'lepv̩kʰɯ']	0	0.9743589743589743	[0.8571428571428571, 1.0, 1.0]	0.9523809523809523
tʰi˩˥ njæ˧sɯ˩kv̩˩ hĩ˧ ɲi˧tsi˧kv̩˧ɲi˥ ə˩gi˩ lɑ˧tʰɑ˧mi˧ɻ̍˧pi˥	tʰi˩˥ njæ˧sɯ˩kv̩˩ hĩ˧ ɲi˧tsi˧kv̩˧ɲi˥ ə˩gi˩ lɑ˧tʰɑ˧mi˧ pi˥	tʰi njæsɯkv̩ hĩ ɲitsikv̩ɲi əgi lɑtʰɑmiɻ̍pi	tʰi njæsɯkv̩ hĩ ɲitsikv̩ɲi əgi lɑtʰɑmi pi	['tʰi', 'njæsɯkv̩', 'hĩ', 'ɲitsikv̩ɲi', 'əgi', 'lɑtʰɑmiɻ̍pi']	['tʰi', 'njæsɯkv̩', 'hĩ', 'ɲitsikv̩ɲi', 'əgi', 'lɑtʰɑmi', 'pi']	1	0.9647058823529412	[1.0, 1.0, 1.0, 1.0, 1.0, 0.7777777777777778]	0.962962962962963
tʰv̩˧v̩˧ ʂɯ˧se˥kwɤ˩tɕɯ˩lɑ˩ kʰv̩˧ʈʂʰɯ˧ ɲi˧kʰv̩˧so˧kʰv̩˥ le˧ʂɯ˧ze˧ le˧ʂe˧mɤ˧ɖɯ˧ ɲi˧kʰv̩˧so˧kʰv̩˥ le˧ʂɯ˧ze˧ le˧ʂe˧mɤ˧ɖɯ˧ ʈʂʰɯ˧ tsʰe˩kʰv̩˩hĩ˥ ɖɯ˧v̩˧ɳɯ˧ʈʂʰɯ˧ ʈʂʰɯ˧lɑ˩ ɑ˩ʁo˧ tʰi˧pʰæ˧dʑo˥ hɑ˧ tʰi˧ki˧dʑo˩ gɯ˩ʝi˥ tsʰe˩kʰv̩˩ze˩ gv̩˩ɳɯ˥ ʂɯ˧	ʈʂʰɯ˧v̩˧ ʂɯ˧se˥kʰwɤ˩tɕɯ˩ kʰv̩˧ʈʂʰɯ˧ ɲi˧kʰv̩˧ so˧kʰwɤ˥ le˧ʂɯ˧ze˧ ɲi˧kʰv̩˧ so˧kʰwɤ˥ le˧ʂɯ˧ze˧ ʈʂʰɯ˧ tsʰe˩kʰv̩˩hĩ˥ ɖɯ˧v̩˧ɳɯ˧ ʈʂʰɯ˧ ʈʂʰɯ˧lɑ˩ ɑ˩ʁo˧ tʰi˧pʰæ˧dʑo˥ hɑ˧ tʰi˧ki˧dʑo˩ gɯ˩ʝi˥ tsʰe˩kʰv̩˩ze˩ gv̩˩ɳɯ˥ ʂɯ˧	tʰv̩v̩ ʂɯsekwɤtɕɯlɑ kʰv̩ʈʂʰɯ ɲikʰv̩sokʰv̩ leʂɯze leʂemɤɖɯ ɲikʰv̩sokʰv̩ leʂɯze leʂemɤɖɯ ʈʂʰɯ tsʰekʰv̩hĩ ɖɯv̩ɳɯʈʂʰɯ ʈʂʰɯlɑ ɑʁo tʰipʰædʑo hɑ tʰikidʑo gɯʝi tsʰekʰv̩ze gv̩ɳɯ ʂɯ	ʈʂʰɯv̩ ʂɯsekʰwɤtɕɯ kʰv̩ʈʂʰɯ ɲikʰv̩ sokʰwɤ leʂɯze ɲikʰv̩ sokʰwɤ leʂɯze ʈʂʰɯ tsʰekʰv̩hĩ ɖɯv̩ɳɯ ʈʂʰɯ ʈʂʰɯlɑ ɑʁo tʰipʰædʑo hɑ tʰikidʑo gɯʝi tsʰekʰv̩ze gv̩ɳɯ ʂɯ	['tʰv̩v̩', 'ʂɯsekwɤtɕɯlɑ', 'kʰv̩ʈʂʰɯ', 'ɲikʰv̩sokʰv̩', 'leʂɯze', 'leʂemɤɖɯ', 'ɲikʰv̩sokʰv̩', 'leʂɯze', 'leʂemɤɖɯ', 'ʈʂʰɯ', 'tsʰekʰv̩hĩ', 'ɖɯv̩ɳɯʈʂʰɯ', 'ʈʂʰɯlɑ', 'ɑʁo', 'tʰipʰædʑo', 'hɑ', 'tʰikidʑo', 'gɯʝi', 'tsʰekʰv̩ze', 'gv̩ɳɯ', 'ʂɯ']	['ʈʂʰɯv̩', 'ʂɯsekʰwɤtɕɯ', 'kʰv̩ʈʂʰɯ', 'ɲikʰv̩', 'sokʰwɤ', 'leʂɯze', 'ɲikʰv̩', 'sokʰwɤ', 'leʂɯze', 'ʈʂʰɯ', 'tsʰekʰv̩hĩ', 'ɖɯv̩ɳɯ', 'ʈʂʰɯ', 'ʈʂʰɯlɑ', 'ɑʁo', 'tʰipʰædʑo', 'hɑ', 'tʰikidʑo', 'gɯʝi', 'tsʰekʰv̩ze', 'gv̩ɳɯ', 'ʂɯ']	1	0.8841463414634146	[0.5, 0.8695652173913043, 1.0, 0.6666666666666666, 0.0, 0.5714285714285714, 0.6666666666666666, 0.0, 0.5714285714285714, 1.0, 1.0, 0.75, 0.8, 0.2222222222222222, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.0, 0.26666666666666666, 0.2857142857142857]	0.45255677150087087
ə˧mi˧ dzɑ˧hĩ˧ki˧ ə˧sɯ˩kv̩˩ tɑ˧ho˧bi˧ze˧ pi˧ dʑɤ˩hĩ˧ki˧ tɑ˧ho˧bi˧ze˧ pi˧	ə˧mi˧ dzɑ˧hĩ˧ki˧ ə˩sɯ˩kv̩˩ tɑ˧ho˧bi˧ze˧ pi˧ dʑɤ˩hĩ˧ki˥ tɑ˧ho˧bi˧ze˧ pi˧	əmi dzɑhĩki əsɯkv̩ tɑhobize pi dʑɤhĩki tɑhobize pi	əmi dzɑhĩki əsɯkv̩ tɑhobize pi dʑɤhĩki tɑhobize pi	['əmi', 'dzɑhĩki', 'əsɯkv̩', 'tɑhobize', 'pi', 'dʑɤhĩki', 'tɑhobize', 'pi']	['əmi', 'dzɑhĩki', 'əsɯkv̩', 'tɑhobize', 'pi', 'dʑɤhĩki', 'tɑhobize', 'pi']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
qwæ˩ʈʂæ˩qo˥ sɑ˧ tʰi˧ʈʰæ˧˥ ʈʂʰ ɖɯ˧kʰwɤ˥ɖɯ˩kʰwɤ˩ le˧kʰi˥ ʈʂʰɯ˧ne˧ʝi˥ le˧ɲi˩	qwæ˩ɖʐæ˩qɑ˥sɑ˩ tʰi˧ʈʰæ˧˥ ɖɯ˧ʐɯ˧kʰwɤ˥kʰwɤ˩ le˧ʝkʰi˧ ʈʂʰɯ˧ne˧ʝi˥ le˧ɲi˩	qwæʈʂæqo sɑ tʰiʈʰæ ʈʂʰ ɖɯkʰwɤɖɯkʰwɤ lekʰi ʈʂʰɯneʝi leɲi	qwæɖʐæqɑsɑ tʰiʈʰæ ɖɯʐɯkʰwɤkʰwɤ leʝkʰi ʈʂʰɯneʝi leɲi	['qwæʈʂæqo', 'sɑ', 'tʰiʈʰæ', 'ʈʂʰ', 'ɖɯkʰwɤɖɯkʰwɤ', 'lekʰi', 'ʈʂʰɯneʝi', 'leɲi']	['qwæɖʐæqɑsɑ', 'tʰiʈʰæ', 'ɖɯʐɯkʰwɤkʰwɤ', 'leʝkʰi', 'ʈʂʰɯneʝi', 'leɲi']	-2	0.8490566037735849	[0.5555555555555556, 0.0, 0.2222222222222222, 0.2222222222222222, 0.2, 0.6666666666666666, 0.0, 0.0]	0.23333333333333334
njæ˧ɻæ˩dʑo˩ kʰv̩˩mi˩pi˥hĩ˩dʑo˩ ɑ˩ʁo˥ ʈʰææ̃˧ kʰv̩˧ ʂe˧ le˧ʁ hĩ˧ɻæ˥ ʝi˧kʰv̩˥ ɑ˩ʁo˥ kʰv̩˧ ʂe˧ tɕɤ˧kʰɯ˥ mɤ˧kv̩˧˥	njæ˧ɻæ˩dʑo˩ kʰv̩˩mi˩pi˥dʑo˩ ɑ˩ʁo˧ ʈʰææ̃˧ kʰv̩˧ʂe˧ le˧w hĩ˧ɻæ˥ ʝi˧kʰv̩˥ ɑ˩ʁo˧ kʰv̩˧ʂɯ˧ tɕɤ˧kʰɯ˥ mɤ˧kv̩˧˥	njæɻædʑo kʰv̩mipihĩdʑo ɑʁo ʈʰææ̃ kʰv̩ ʂe leʁ hĩɻæ ʝikʰv̩ ɑʁo kʰv̩ ʂe tɕɤkʰɯ mɤkv̩	njæɻædʑo kʰv̩mipidʑo ɑʁo ʈʰææ̃ kʰv̩ʂe lew hĩɻæ ʝikʰv̩ ɑʁo kʰv̩ʂɯ tɕɤkʰɯ mɤkv̩	['njæɻædʑo', 'kʰv̩mipihĩdʑo', 'ɑʁo', 'ʈʰææ̃', 'kʰv̩', 'ʂe', 'leʁ', 'hĩɻæ', 'ʝikʰv̩', 'ɑʁo', 'kʰv̩', 'ʂe', 'tɕɤkʰɯ', 'mɤkv̩']	['njæɻædʑo', 'kʰv̩mipidʑo', 'ɑʁo', 'ʈʰææ̃', 'kʰv̩ʂe', 'lew', 'hĩɻæ', 'ʝikʰv̩', 'ɑʁo', 'kʰv̩ʂɯ', 'tɕɤkʰɯ', 'mɤkv̩']	-2	0.9440993788819876	[1.0, 0.88, 1.0, 1.0, 0.8, 0.4, 0.0, 0.18181818181818182, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0]	0.40441558441558445
ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧hɑ̃˧˥ ɖɯ˧hɑ̃˧˥ ɖɯ˧hɑ̃˧ɳɯ˥ tʰi˩˥ bi˧ lo˧gv̩˩ so˩hɑ̃˩ hɑ̃˥kv̩˩tsɯ˩ mv̩˩	ʈʂʰɯ˧ne˧ʝi˥ ɖɯ˧hɑ̃˧ ɖɯ˧hɑ̃˧ ɖɯ˧hɑ̃˧ɳɯ˥ tʰi˩˥ bi˧ lo˧gv̩˩ so˩hɑ̃˩ hɑ̃˥kv̩˩tsɯ˩ mv̩˩	ʈʂʰɯneʝi ɖɯhɑ̃ ɖɯhɑ̃ ɖɯhɑ̃ɳɯ tʰi bi logv̩ sohɑ̃ hɑ̃kv̩tsɯ mv̩	ʈʂʰɯneʝi ɖɯhɑ̃ ɖɯhɑ̃ ɖɯhɑ̃ɳɯ tʰi bi logv̩ sohɑ̃ hɑ̃kv̩tsɯ mv̩	['ʈʂʰɯneʝi', 'ɖɯhɑ̃', 'ɖɯhɑ̃', 'ɖɯhɑ̃ɳɯ', 'tʰi', 'bi', 'logv̩', 'sohɑ̃', 'hɑ̃kv̩tsɯ', 'mv̩']	['ʈʂʰɯneʝi', 'ɖɯhɑ̃', 'ɖɯhɑ̃', 'ɖɯhɑ̃ɳɯ', 'tʰi', 'bi', 'logv̩', 'sohɑ̃', 'hɑ̃kv̩tsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
ə˧tso˧ ɲi˩kv̩˩hɤ˩ pi˧zo˩	ə˧tso˧  ɲi˩kv̩˩ hɯ˩ pi˧zo˩	ətso ɲikv̩hɤ pizo	ətso  ɲikv̩ hɯ pizo	['ətso', 'ɲikv̩hɤ', 'pizo']	['ətso', '', 'ɲikv̩', 'hɯ', 'pizo']	2	0.8888888888888888	[1.0, 0.0, 0.2222222222222222]	0.4074074074074074
zo˩no˧ne˩ʝi˩zo˩ ə˧tso˧ə˧tso˥ ɖɯ˧qʰwɤ˧ɖɯ˥qʰwɤ˩ pi˧zo˩ ɖɯ˧ʈʂo˩ɖɯ˩ʈʂo˩ dʑo˧mɤ˧kv̩˧˥	zo˩no˧ni˩dzo˩ ə˧tso˧ə˧tso˥ ɖɯ˧qʰwɤ˧ɖɯ˧qʰwɤ˧ pi˥zo˩ ɖɯ˧ʈʂo˩ ɖɯ˧ʈʂe˩ dʑo˩mɤ˧kv̩˧	zononeʝizo ətsoətso ɖɯqʰwɤɖɯqʰwɤ pizo ɖɯʈʂoɖɯʈʂo dʑomɤkv̩	zononidzo ətsoətso ɖɯqʰwɤɖɯqʰwɤ pizo ɖɯʈʂo ɖɯʈʂe dʑomɤkv̩	['zononeʝizo', 'ətsoətso', 'ɖɯqʰwɤɖɯqʰwɤ', 'pizo', 'ɖɯʈʂoɖɯʈʂo', 'dʑomɤkv̩']	['zononidzo', 'ətsoətso', 'ɖɯqʰwɤɖɯqʰwɤ', 'pizo', 'ɖɯʈʂo', 'ɖɯʈʂe', 'dʑomɤkv̩']	1	0.9473684210526315	[0.8421052631578947, 1.0, 1.0, 1.0, 0.6666666666666666, 0.0]	0.7514619883040936
le˧dzɯ˥zo˩ tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʰæ˧˥ dʑo˩ mɤ˩ʈʂʰɯ˥ tʰi˧di˩ le˧tsʰɯ˩ tsɯ˩ mv̩˩	le˧dzɯ˧zo˥ tʰi˩˥ ʈʂʰɯ˧ne˧ʝi˥ le˧ʈʰæ˧˥ dʑo˩ mɤ˩ʈʂʰɯ˥ tʰi˧di˩ le˧tsɯ˩tsɯ˩ mv̩˩	ledzɯzo tʰi ʈʂʰɯneʝi leʈʰæ dʑo mɤʈʂʰɯ tʰidi letsʰɯ tsɯ mv̩	ledzɯzo tʰi ʈʂʰɯneʝi leʈʰæ dʑo mɤʈʂʰɯ tʰidi letsɯtsɯ mv̩	['ledzɯzo', 'tʰi', 'ʈʂʰɯneʝi', 'leʈʰæ', 'dʑo', 'mɤʈʂʰɯ', 'tʰidi', 'letsʰɯ', 'tsɯ', 'mv̩']	['ledzɯzo', 'tʰi', 'ʈʂʰɯneʝi', 'leʈʰæ', 'dʑo', 'mɤʈʂʰɯ', 'tʰidi', 'letsɯtsɯ', 'mv̩']	-1	0.9824561403508771	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.7142857142857143, 0.0, 0.0]	0.7714285714285715
tʰi˩˥ dɑ˧pɤ˧ ʈʂʰɯ˧v̩˧ɳɯ˩ ɖɯ˧ʑi˩ɖɯ˩ʑi˩ mv̩˧ ɻwæ˧kv̩˩ze˩	tʰi˩˥ dɑ˧pɤ˧ ʈʂʰɯ˧v̩˧ɳɯ˩ ɖɯ˧ʑi˩ɖɯ˩ʑi˩ɻ̍˩ mv̩˧ɻæ˩kv̩˩ze˩mæ˩	tʰi dɑpɤ ʈʂʰɯv̩ɳɯ ɖɯʑiɖɯʑi mv̩ ɻwækv̩ze	tʰi dɑpɤ ʈʂʰɯv̩ɳɯ ɖɯʑiɖɯʑiɻ̍ mv̩ɻækv̩zemæ	['tʰi', 'dɑpɤ', 'ʈʂʰɯv̩ɳɯ', 'ɖɯʑiɖɯʑi', 'mv̩', 'ɻwækv̩ze']	['tʰi', 'dɑpɤ', 'ʈʂʰɯv̩ɳɯ', 'ɖɯʑiɖɯʑiɻ̍', 'mv̩ɻækv̩zemæ']	-1	0.925	[1.0, 1.0, 1.0, 0.8888888888888888, 0.4, 0.0]	0.7148148148148148
tʰi˩˥ ə˧ʑi˧˥ ʁɑ˩mi˧ njɤ˧ tso˩bi˩zo˩ʝi˩˥ ʁɑ˩mi˧ tʰi˩˥ qʰɑ˩ne˩˥ tso˩bi˩˥ pi˧tsɯ˩ mv̩˩	tʰi˩˥ ə˧ʑi˧ ʁɑ˩mi˧ njɤ˧ tso˧bi˧zo˧ ʝi˥ ʁɑ˩mi˧ tʰi˩˥ qʰɑ˩ne˩˥ tso˧bi˧˥ pi˧tsɯ˩ mv̩˩	tʰi əʑi ʁɑmi njɤ tsobizoʝi ʁɑmi tʰi qʰɑne tsobi pitsɯ mv̩	tʰi əʑi ʁɑmi njɤ tsobizo ʝi ʁɑmi tʰi qʰɑne tsobi pitsɯ mv̩	['tʰi', 'əʑi', 'ʁɑmi', 'njɤ', 'tsobizoʝi', 'ʁɑmi', 'tʰi', 'qʰɑne', 'tsobi', 'pitsɯ', 'mv̩']	['tʰi', 'əʑi', 'ʁɑmi', 'njɤ', 'tsobizo', 'ʝi', 'ʁɑmi', 'tʰi', 'qʰɑne', 'tsobi', 'pitsɯ', 'mv̩']	1	0.991304347826087	[1.0, 1.0, 1.0, 1.0, 0.875, 0.3333333333333333, 0.2857142857142857, 0.25, 0.0, 0.4, 0.0]	0.5585497835497836
ə˧dɑ˧ no˧ qʰɑ˩ne˩ ʝi˥tso˩ɲi˩ ʈʂʰɯ˧ne˧ ʝi˥se˩ hɑ˧ʐwɤ˩zo˩	ə˧dɑ˥ɳɯ˩ qʰɑ˩ne˩ i˥tso˩ɲi˩ ʈʂʰɯ˧ne˧ʝi˥ se˩ hɑ˧ ʐwɤ˩zo˩	ədɑ no qʰɑne ʝitsoɲi ʈʂʰɯne ʝise hɑʐwɤzo	ədɑɳɯ qʰɑne itsoɲi ʈʂʰɯneʝi se hɑ ʐwɤzo	['ədɑ', 'no', 'qʰɑne', 'ʝitsoɲi', 'ʈʂʰɯne', 'ʝise', 'hɑʐwɤzo']	['ədɑɳɯ', 'qʰɑne', 'itsoɲi', 'ʈʂʰɯneʝi', 'se', 'hɑ', 'ʐwɤzo']	0	0.8860759493670886	[0.75, 0.2857142857142857, 0.0, 0.26666666666666666, 0.25, 0.0, 0.8333333333333334]	0.3408163265306122
ʈʂʰɯ˧ɲi˥kv̩˩qo˩ kʰɯ˧le˧po˧tsʰɯ˧˥ mv̩˩zɯ˩˥ tʰi˧lɑ˧˥ dʑo˩ zo˩no˥ zo˩no˥ njæ˧sɯ˩kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩ zo˩no˥ hĩ˧ɻæ˥ ʈæ˧bɤ˧ ʁɑ˧ʂe˩ ə˩gi˩	ʈʂʰɯ˧ɲi˥kv̩˩qo˩ kʰɯ˩ le˧po˧tsʰɯ˧˥ mv̩˩dzɯ˩˥ tʰi˧lɑ˧˥ dʑo˩ zo˩no˥ zo˩no˥ njæ˧sɯ˩kv̩˩ ə˧ʝi˧ʂɯ˥ʝi˩ zo˩no˥ hĩ˧ɻæ˥ ʈæ˧bɤ˧ ʁɑ˧ʂe˩ ə˩gi˩	ʈʂʰɯɲikv̩qo kʰɯlepotsʰɯ mv̩zɯ tʰilɑ dʑo zono zono njæsɯkv̩ əʝiʂɯʝi zono hĩɻæ ʈæbɤ ʁɑʂe əgi	ʈʂʰɯɲikv̩qo kʰɯ lepotsʰɯ mv̩dzɯ tʰilɑ dʑo zono zono njæsɯkv̩ əʝiʂɯʝi zono hĩɻæ ʈæbɤ ʁɑʂe əgi	['ʈʂʰɯɲikv̩qo', 'kʰɯlepotsʰɯ', 'mv̩zɯ', 'tʰilɑ', 'dʑo', 'zono', 'zono', 'njæsɯkv̩', 'əʝiʂɯʝi', 'zono', 'hĩɻæ', 'ʈæbɤ', 'ʁɑʂe', 'əgi']	['ʈʂʰɯɲikv̩qo', 'kʰɯ', 'lepotsʰɯ', 'mv̩dzɯ', 'tʰilɑ', 'dʑo', 'zono', 'zono', 'njæsɯkv̩', 'əʝiʂɯʝi', 'zono', 'hĩɻæ', 'ʈæbɤ', 'ʁɑʂe', 'əgi']	1	0.9891304347826086	[1.0, 0.42857142857142855, 0.15384615384615385, 0.0, 0.0, 0.2857142857142857, 1.0, 0.16666666666666666, 0.13333333333333333, 0.0, 0.0, 0.2222222222222222, 0.0, 0.0]	0.24216814931100644
ʂe˧ʐe˧ ɖɯ˧ʐe˥ ʂe˧sɑ˩ ɖɯ˧sɑ˧˥ ə ʐɯ˧ ɖɯ˧kɤ˩ əəə… pɤ˩jɤ˧ ɖɯ˧qo˧ho˩ dze˧ pɤ˩jɤ˧ ʈʂwæ˧ʈʂwæ˧ ɖɯ˧qo˧ho˩ tʰi˩˥ le˧pɤ˥pɤ˩	ʂe˧ʐe˧ ɖɯ˧ʐɯ˧˥ ʂe˧sɑ˩ ɖɯ˧sɑ˥ ə… ʐɯ˧ ɖɯ˧kɤ˩ əəə… pɤ˩jɤ˧˥ ɖɯ˧qo˧ho˩ dze˧ pɤ˩jɤ˧˩˥ ʈʂwæ˩ʈʂwæ˧˥ ɖɯ˧qo˩ho˩ tʰi˩˥ le˧pɤ˥pɤ˩	ʂeʐe ɖɯʐe ʂesɑ ɖɯsɑ ə ʐɯ ɖɯkɤ əəə… pɤjɤ ɖɯqoho dze pɤjɤ ʈʂwæʈʂwæ ɖɯqoho tʰi lepɤpɤ	ʂeʐe ɖɯʐɯ ʂesɑ ɖɯsɑ ə… ʐɯ ɖɯkɤ əəə… pɤjɤ ɖɯqoho dze pɤjɤ ʈʂwæʈʂwæ ɖɯqoho tʰi lepɤpɤ	['ʂeʐe', 'ɖɯʐe', 'ʂesɑ', 'ɖɯsɑ', 'ə', 'ʐɯ', 'ɖɯkɤ', 'əəə…', 'pɤjɤ', 'ɖɯqoho', 'dze', 'pɤjɤ', 'ʈʂwæʈʂwæ', 'ɖɯqoho', 'tʰi', 'lepɤpɤ']	['ʂeʐe', 'ɖɯʐɯ', 'ʂesɑ', 'ɖɯsɑ', 'ə…', 'ʐɯ', 'ɖɯkɤ', 'əəə…', 'pɤjɤ', 'ɖɯqoho', 'dze', 'pɤjɤ', 'ʈʂwæʈʂwæ', 'ɖɯqoho', 'tʰi', 'lepɤpɤ']	0	0.9818181818181818	[1.0, 0.75, 1.0, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9635416666666666
ə˧ʝi˧ʂɯ˥ʝi˩ le˧go˩ le˧go˩ le˧go˩ le˧go˩dʑo˩ tsʰi˧ɲi˧ le˧go˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ hu˧mi˧ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ ə˩gi˩	ə˧ʝi˧ʂɯ˥ʝi˩ le˧go˩ le˧go˩ le˧go˩ le˧gwo˩dʑo˩ tsʰi˧ɲi˧ le˧gwɤ˩ ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ hu˧mi˧ʈʂʰæ˧ɣɯ˧ mɤ˧dʑo˧ ə˩gi˩	əʝiʂɯʝi lego lego lego legodʑo tsʰiɲi lego ʈʂʰæɣɯ mɤdʑo humiʈʂʰæɣɯ mɤdʑo əgi	əʝiʂɯʝi lego lego lego legwodʑo tsʰiɲi legwɤ ʈʂʰæɣɯ mɤdʑo humiʈʂʰæɣɯ mɤdʑo əgi	['əʝiʂɯʝi', 'lego', 'lego', 'lego', 'legodʑo', 'tsʰiɲi', 'lego', 'ʈʂʰæɣɯ', 'mɤdʑo', 'humiʈʂʰæɣɯ', 'mɤdʑo', 'əgi']	['əʝiʂɯʝi', 'lego', 'lego', 'lego', 'legwodʑo', 'tsʰiɲi', 'legwɤ', 'ʈʂʰæɣɯ', 'mɤdʑo', 'humiʈʂʰæɣɯ', 'mɤdʑo', 'əgi']	0	0.974025974025974	[1.0, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 0.6666666666666666, 1.0, 1.0, 1.0, 1.0, 1.0]	0.9666666666666667
kv̩˧tʰv̩˧ õ˧bv̩˥õ˩ le˩tv̩˩ ɖɯ˧ʑi˩ɳɯ˩ kv̩˧ ɲi˧ɭɯ˧so˩ɭɯ˩ po˩ ɖɯ˧v̩˧ tʰi˧tɕɤ˧˥	kv̩˧tɕʰɯ˧ õ˧bv̩˥õ˩ le˧tv̩˧ ɖɯ˧ʑi˩ɳɯ˩ kv̩˩ ɲi˧ɭɯ˧ so˩ɭɯ˩ po˩ ɖɯ˧vwɤ˧ tʰi˧tɕɤ˧˥	kv̩tʰv̩ õbv̩õ letv̩ ɖɯʑiɳɯ kv̩ ɲiɭɯsoɭɯ po ɖɯv̩ tʰitɕɤ	kv̩tɕʰɯ õbv̩õ letv̩ ɖɯʑiɳɯ kv̩ ɲiɭɯ soɭɯ po ɖɯvwɤ tʰitɕɤ	['kv̩tʰv̩', 'õbv̩õ', 'letv̩', 'ɖɯʑiɳɯ', 'kv̩', 'ɲiɭɯsoɭɯ', 'po', 'ɖɯv̩', 'tʰitɕɤ']	['kv̩tɕʰɯ', 'õbv̩õ', 'letv̩', 'ɖɯʑiɳɯ', 'kv̩', 'ɲiɭɯ', 'soɭɯ', 'po', 'ɖɯvwɤ', 'tʰitɕɤ']	1	0.9298245614035088	[0.7142857142857143, 1.0, 1.0, 1.0, 1.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.18181818181818182]	0.6551226551226551
tʰi˧dʑo˧ tʰi˧wɤ˧ wɤ˧mɤ˧kv̩˩lɑ˩ tʰi˧ʂe˧ tʰi˧kʰɤ˧ɕjɤ˧ɻ˧ ɲi˥jɤ jɤ	tʰi˧dʑo˧ tʰi˧wɤ˧ ʁwɤ˧ mɤ˧kv̩˩lɑ˥ tʰi˧ʂe˧ tʰi˧kʰɤ˧ɕjɤ˧ɻ˧ʝ ni˥jɤ	tʰidʑo tʰiwɤ wɤmɤkv̩lɑ tʰiʂe tʰikʰɤɕjɤɻ ɲijɤ jɤ	tʰidʑo tʰiwɤ ʁwɤ mɤkv̩lɑ tʰiʂe tʰikʰɤɕjɤɻʝ nijɤ	['tʰidʑo', 'tʰiwɤ', 'wɤmɤkv̩lɑ', 'tʰiʂe', 'tʰikʰɤɕjɤɻ', 'ɲijɤ', 'jɤ']	['tʰidʑo', 'tʰiwɤ', 'ʁwɤ', 'mɤkv̩lɑ', 'tʰiʂe', 'tʰikʰɤɕjɤɻʝ', 'nijɤ']	0	0.9148936170212766	[1.0, 1.0, 0.3333333333333333, 0.0, 0.4, 0.4, 0.6666666666666666]	0.5428571428571428
