Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
tsuku tɕe tɕe tɯɟom kɯnɤ tuzri mɯ́jcha  tɯʁar jamar	tsuku tɕe tɕe tɯɟom kɯnɤ tuzri mɯ́jcha taʁar jamar	['t', 's', 'u', 'k', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɯ', 'ɟ', 'o', 'm', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 't', 'u', 'z', 'r', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'S', 'S', 't', 'ɯ', 'ʁ', 'a', 'r', 'S', 'j', 'a', 'm', 'a', 'r']	['t', 's', 'u', 'k', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɯ', 'ɟ', 'o', 'm', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 't', 'u', 'z', 'r', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'S', '*', 't', 'a', 'ʁ', 'a', 'r', 'S', 'j', 'a', 'm', 'a', 'r']	0.943	0.948	0.984
tɕendɤre iɕqha rɟɤmtshu nɯ jopjɤlnɯ tɕe	tɕendɤre iɕqha rɟɤmtshu nɯ jopjɤl nɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'ɟ', 'ɤ', 'm', 't', 's', 'h', 'u', 'S', 'n', 'ɯ', 'S', 'j', 'o', 'p', 'j', 'ɤ', 'l', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'ɟ', 'ɤ', 'm', 't', 's', 'h', 'u', 'S', 'n', 'ɯ', 'S', 'j', 'o', 'p', 'j', 'ɤ', 'l', '*', '*', 'S', '*', 'n', 'ɯ']	0.889	0.917	0.917
iɕqha nɯ kupa ɣɯ nɤki tɕhaŋkha nɯ tɕe fse w	iɕqha nɯ kupa ɣɯ nɤki tɕhoŋkha nɯ tse ɯfse wo	['i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'p', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɕ', 'h', 'a', 'ŋ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', '*', 'f', 's', 'e', 'S', 'w', '*']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'p', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɕ', 'h', 'o', 'ŋ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 's', 'e', 'S', 'ɯ', 'f', 's', 'e', 'S', 'w', 'o']	0.866	0.917	0.925
nɯ kɯnɤ sla me tɕe ɲɯr	nɯ kɯnɤ sla me tɕe ɲɯra	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 's', 'l', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɲ', 'ɯ', 'r', '*']	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 's', 'l', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɲ', 'ɯ', 'r', 'a']	0.911	0.967	0.933
nɯ kɯnɤ nɯkɯsɤmtshi ɣɤʑ	nɯ kɯnɤ nɯkɯsɤmtshi ɣɤʑu	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', 'm', 't', 's', 'h', 'i', 'S', 'ɣ', 'ɤ', 'ʑ', '*']	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', 'm', 't', 's', 'h', 'i', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	0.857	0.929	0.929
iɕqha kha ɣɯ pɯwɯ nɯnɯ tɕe ɯkɯnɯβdaʁ ɣɤʑu tɕe nɯnɯ kɤndza mɯpjɤnɤ	iɕqha kha ɣɯ pɯwɯ nɯnɯ tɕe ɯkɯnɯβdaʁ ɣɤʑu tɕe nɯnɯ kɤndza mɯpjɤnɤz	['i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'h', 'a', 'S', 'ɣ', 'ɯ', 'S', 'p', 'ɯ', 'w', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'n', 'ɯ', 'β', 'd', 'a', 'ʁ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɤ', '*']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'h', 'a', 'S', 'ɣ', 'ɯ', 'S', 'p', 'ɯ', 'w', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'n', 'ɯ', 'β', 'd', 'a', 'ʁ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɤ', 'z']	0.944	0.979	0.958
tɕe nɯ hanɯni mɤnaχtɕɯ	tɕe nɯ hanɯni mɤnaχtɕɯɣ	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'h', 'a', 'n', 'ɯ', 'n', 'i', 'S', 'm', 'ɤ', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'h', 'a', 'n', 'ɯ', 'n', 'i', 'S', 'm', 'ɤ', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	0.857	0.929	0.929
tutɯ tɤtɯta ŋu tɕ	tɤtɯta ŋu tɕe	['t', 'u', 't', 'ɯ', 'S', 't', 'ɤ', 't', 'ɯ', 't', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', '*']	['t', '*', '*', '*', '*', '*', 'ɤ', 't', 'ɯ', 't', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.693	0.8	0.733
tɕendɤre praʁ ra jɤsɯpjɤl tɕe nɤkin	tɕendɤre praʁ ra jɤsɯpjɤl tɕe nɤkinɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'j', 'ɤ', 's', 'ɯ', 'p', 'j', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'j', 'ɤ', 's', 'ɯ', 'p', 'j', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	0.926	0.972	0.944
tɕendɤre nɤkinɯ kɯlɤɣ tɤpɤtso nɯ ɯsɯmpa tɕe masɤrɯrju ɲɯnɤre pjɤŋ	tɕendɤre nɤkinɯ kɯlɤɣ tɤpɤtso nɯ ɯsɯmpa tɕe masɤrɯrju ɲɯnɤre pjɤŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'l', 'ɤ', 'ɣ', 'S', 't', 'ɤ', 'p', 'ɤ', 't', 's', 'o', 'S', 'n', 'ɯ', 'S', 'ɯ', 's', 'ɯ', 'm', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 'm', 'a', 's', 'ɤ', 'r', 'ɯ', 'r', 'j', 'u', 'S', 'ɲ', 'ɯ', 'n', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'l', 'ɤ', 'ɣ', 'S', 't', 'ɤ', 'p', 'ɤ', 't', 's', 'o', 'S', 'n', 'ɯ', 'S', 'ɯ', 's', 'ɯ', 'm', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 'm', 'a', 's', 'ɤ', 'r', 'ɯ', 'r', 'j', 'u', 'S', 'ɲ', 'ɯ', 'n', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.942	0.978	0.957
ma nɯnɯ ɟɤwɤt ŋ	ma nɯnɯ ɟɤwɤtn ŋu	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɟ', 'ɤ', 'w', 'ɤ', 't', '*', 'S', 'ŋ', '*']	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɟ', 'ɤ', 'w', 'ɤ', 't', 'n', 'S', 'ŋ', 'u']	0.817	0.889	0.917
ɯnɯnɯ tɕe tɕe qambalɯla nɯ fanzheng qajɯ ci ndɤre ɕt	ɯnɯnɯ tɕe tɕe qambalɯla nɯ fa ntsɯ qajɯ ci ndɤre ɕti	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'm', 'b', 'a', 'l', 'ɯ', 'l', 'a', 'S', 'n', 'ɯ', 'S', 'f', 'a', 'n', 'z', 'h', 'e', 'n', 'g', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'c', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɕ', 't', '*']	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'm', 'b', 'a', 'l', 'ɯ', 'l', 'a', 'S', 'n', 'ɯ', 'S', 'f', 'a', '*', 'S', 'n', 't', 's', 'ɯ', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'c', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɕ', 't', 'i']	0.738	0.861	0.801
tɕe nɯ qapar nɯnɯ li wuma ʑo kɯŋɤn tɕ	tɕe nɯ qapar nɯnɯ li wuma ʑo kɯŋɤn tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'a', 'p', 'a', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'l', 'i', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'a', 'p', 'a', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'l', 'i', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 't', 'ɕ', 'e']	0.937	0.976	0.952
ʑɯmkhɤm ɯku sɤtɕha kɯkukɯrɤʑi ra nɯ ɯŋgɯz tɕe stu kɯmɤɕi stu kɯχɕu nɯra ɲɯŋu tot	ʁʑɯŋkhɤm k kɯki sɤtɕha ɯkɯ kukɯrɤʑiɯ ra nɯ ɯŋgɯɯ tɕe stu kɯmɤɕi stu kɯχɕu nɯra ɲɯŋu toti	['*', 'ʑ', 'ɯ', 'm', 'k', 'h', 'ɤ', 'm', 'S', '*', '*', '*', 'ɯ', 'k', 'u', 'S', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', '*', 'k', 'ɯ', '*', 'k', 'u', 'k', 'ɯ', 'r', 'ɤ', 'ʑ', 'i', '*', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'm', 'ɤ', 'ɕ', 'i', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'χ', 'ɕ', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'o', 't', '*']	['ʁ', 'ʑ', 'ɯ', 'ŋ', 'k', 'h', 'ɤ', 'm', 'S', 'k', 'S', 'k', 'ɯ', 'k', 'i', 'S', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'ɯ', 'k', 'ɯ', 'S', 'k', 'u', 'k', 'ɯ', 'r', 'ɤ', 'ʑ', 'i', 'ɯ', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'm', 'ɤ', 'ɕ', 'i', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'χ', 'ɕ', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'o', 't', 'i']	0.828	0.9	0.896
qhe langfei ɲɯsɯxɕe ɕti ɣɯβde ra m	qhe nɯ langfei ɲɯsɯxɕe ɕti ɣɯβde ra ma	['q', 'h', 'e', 'S', '*', '*', '*', 'l', 'a', 'n', 'g', 'f', 'e', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'x', 'ɕ', 'e', 'S', 'ɕ', 't', 'i', 'S', 'ɣ', 'ɯ', 'β', 'd', 'e', 'S', 'r', 'a', 'S', 'm', '*']	['q', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'l', 'a', 'n', 'g', 'f', 'e', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'x', 'ɕ', 'e', 'S', 'ɕ', 't', 'i', 'S', 'ɣ', 'ɯ', 'β', 'd', 'e', 'S', 'r', 'a', 'S', 'm', 'a']	0.92	0.944	0.955
tɕe nɯnɯ nɤkinɯ kɯpɤz nɯnɯ nɯnɯ tuste tɕe iʑor	tɕe nɯnɯ nɤkinɯ kɯpɤz nɯnɯ nɯnɯ tuste tɕe iʑora	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'p', 'ɤ', 'z', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', 's', 't', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ʑ', 'o', 'r', '*']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'p', 'ɤ', 'z', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', 's', 't', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ʑ', 'o', 'r', 'a']	0.889	0.944	0.944
tɕendɤre iɕqha nɯ nɯ kɤntɕhaʁ ɯŋgɯ tɯrme nɯra kɯ nɤki nɯnɯ pjɤ ɲɯsɤfɕɤranɯ pjɤŋu nɯ wuma ʑo ɲɯmpɕɤr khi nɯra tutinɯ pjɤŋ	tɕendɤre iɕqha nɯ nɯnɯ kɤtɕhaʁ ɯŋgɯ tɯrme nɯra kɯ nɤki nɯnɯ ɲɯsɤfɕaranɯ pjɤŋu nɯ wuma ʑo ɲɯmpɕɤrkhi nɯra tutinɯ pjɤŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', '*', '*', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'S', 'ɲ', 'ɯ', 's', 'ɤ', 'f', 'ɕ', 'ɤ', 'r', 'a', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'k', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', '*', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', '*', '*', '*', '*', 'S', 'ɲ', 'ɯ', 's', 'ɤ', 'f', 'ɕ', 'a', 'r', 'a', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', '*', 'k', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.934	0.945	0.929
tɕe tɯrme khɯkhro kɯ ʑo ɣɯtorɤtshɤtnɯ tɕ	tɕe tɯrme khɯkhro kɯ ʑo ɣɯtorɤtshɤtnɯ tɕe	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'k', 'h', 'ɯ', 'k', 'h', 'r', 'o', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'ɣ', 'ɯ', 't', 'o', 'r', 'ɤ', 't', 's', 'h', 'ɤ', 't', 'n', 'ɯ', 'S', 't', 'ɕ', '*']	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'k', 'h', 'ɯ', 'k', 'h', 'r', 'o', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'ɣ', 'ɯ', 't', 'o', 'r', 'ɤ', 't', 's', 'h', 'ɤ', 't', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	0.925	0.979	0.938
kɯnɯɕɯʁjɯ manɯtɯnɯɕɯʁjɯ	tɕekɯnɯɕɯʁjɯ mɤnɯtɯnɯɕɯʁjɯ	['*', '*', '*', 'k', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', 'S', 'm', 'a', 'n', 'ɯ', 't', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ']	['t', 'ɕ', 'e', 'k', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', 'S', 'm', 'ɤ', 'n', 'ɯ', 't', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ']	0.651	0.782	0.846
tɕendɤre nɯnɯ tɤrpi tɯɣjɤn nɯra ɲɤsɯβzunɯ pjɤ pjɤra khi m	tɕendɤre nɯnɯ tɤrpi tɯɣjɤn nɯra ɲɤsɯβzunɯ pjɤpjɤra khi ma	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɤ', 'r', 'p', 'i', 'S', 't', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'S', 'p', 'j', 'ɤ', 'r', 'a', 'S', 'k', 'h', 'i', 'S', 'm', '*']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɤ', 'r', 'p', 'i', 'S', 't', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', '*', 'p', 'j', 'ɤ', 'r', 'a', 'S', 'k', 'h', 'i', 'S', 'm', 'a']	0.945	0.942	0.952
nɯnɯ jla nɯra doŋtsi tutinɯ rɟandzi tutin	nɯnɯ jla nɯra mdoŋtsi trɟandzi tutinɯ ŋɯ	['n', 'ɯ', 'n', 'ɯ', 'S', 'j', 'l', 'a', 'S', 'n', 'ɯ', 'r', 'a', 'S', '*', 'd', 'o', 'ŋ', 't', 's', 'i', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'r', 'ɟ', 'a', 'n', 'd', 'z', 'i', 'S', 't', 'u', 't', 'i', 'n', '*', '*', '*', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 'j', 'l', 'a', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'm', 'd', 'o', 'ŋ', 't', 's', 'i', 'S', 't', '*', '*', '*', '*', '*', '*', 'r', 'ɟ', 'a', 'n', 'd', 'z', 'i', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ŋ', 'ɯ']	0.805	0.83	0.859
ʑɤni kɯnɤ chɤrɤrɟitndʑi ndʑirɟit nɯra chɤrɤrɟitn	ʑɤni kɯnɤ chɤrɤrɟɯtndʑindʑirɟit nɯra chɤrɤrɟitnɯ	['ʑ', 'ɤ', 'n', 'i', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'd', 'ʑ', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'r', 'ɟ', 'i', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', '*']	['ʑ', 'ɤ', 'n', 'i', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'ɯ', 't', 'n', 'd', 'ʑ', 'i', '*', 'n', 'd', 'ʑ', 'i', 'r', 'ɟ', 'i', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'ɯ']	0.898	0.9	0.909
tɕhi xtsɤrtɯm tutinɯ cho naχtɕɯ	tɕhe xtsɤrtɯm tutiɯ nɤ chonaχtɕɯɣ	['t', 'ɕ', 'h', 'i', 'S', 'x', 't', 's', 'ɤ', 'r', 't', 'ɯ', 'm', 'S', 't', 'u', 't', 'i', '*', '*', 'n', 'ɯ', 'S', 'c', 'h', 'o', 'S', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', '*']	['t', 'ɕ', 'h', 'e', 'S', 'x', 't', 's', 'ɤ', 'r', 't', 'ɯ', 'm', 'S', 't', 'u', 't', 'i', 'ɯ', 'S', 'n', 'ɤ', 'S', 'c', 'h', 'o', '*', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	0.787	0.796	0.896
kha kɯɕnɤrtsɤɣ kɯrcɤxtsɤɣ jamar kɯmbro tuβze ɲɯcha r	kha kɯɕnɤrtsɤɣ kɯscɤxtsɤɣ jamar kɯmbro kɯfse tuβze ɲɯcha ri	['k', 'h', 'a', 'S', 'k', 'ɯ', 'ɕ', 'n', 'ɤ', 'r', 't', 's', 'ɤ', 'ɣ', 'S', 'k', 'ɯ', 'r', 'c', 'ɤ', 'x', 't', 's', 'ɤ', 'ɣ', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 'm', 'b', 'r', 'o', '*', '*', '*', '*', '*', '*', 'S', 't', 'u', 'β', 'z', 'e', 'S', 'ɲ', 'ɯ', 'c', 'h', 'a', 'S', 'r', '*']	['k', 'h', 'a', 'S', 'k', 'ɯ', 'ɕ', 'n', 'ɤ', 'r', 't', 's', 'ɤ', 'ɣ', 'S', 'k', 'ɯ', 's', 'c', 'ɤ', 'x', 't', 's', 'ɤ', 'ɣ', 'S', 'j', 'a', 'm', 'a', 'r', 'S', 'k', 'ɯ', 'm', 'b', 'r', 'o', 'S', 'k', 'ɯ', 'f', 's', 'e', 'S', 't', 'u', 'β', 'z', 'e', 'S', 'ɲ', 'ɯ', 'c', 'h', 'a', 'S', 'r', 'i']	0.844	0.864	0.954
ma tɕe nɯ kúwɣsɤlɤɣɯ ndɤre mɯpɯ́wɣrɲ	matɕe nɯkɯ skuwɣsɤlɤɣɯt ndɤre mɯpúwɣrɲo	['m', 'a', 'S', 't', 'ɕ', 'e', 'S', 'n', '*', '*', 'ɯ', 'S', '*', 'k', 'u', '́', 'w', 'ɣ', 's', 'ɤ', 'l', 'ɤ', 'ɣ', 'ɯ', '*', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'm', 'ɯ', 'p', 'ɯ', '́', 'w', 'ɣ', 'r', 'ɲ', '*']	['m', 'a', '*', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'k', 'ɯ', 'S', 's', 'k', 'u', '*', 'w', 'ɣ', 's', 'ɤ', 'l', 'ɤ', 'ɣ', 'ɯ', 't', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'm', 'ɯ', 'p', 'u', '́', 'w', 'ɣ', 'r', 'ɲ', 'o']	0.817	0.807	0.911
