Reference	Prediction	Ref_noTones	Pred_noTones	Ref_words_noTones	Pred_words_noTones	Diff_num_words	Lev_distance_noTones	Lev_distance_words_notones	Average_lev_dist_notones
hæ˧di˩qo˩ wɤ˩˥ ə˧tso˧mɤ˧ɲi˩ ə˧ʝi˧ʂɯ˥ʝi˩ njæ˧sɯ˩kv̩˩dʑo˩ hæ˧di˩lɑ˩pi˩kv̩˩mæ˩ ə˩gi˩	hæ˧di˩qo˩ wɤ˩ ə˧tso˧mɤ˧ɲi˩ ə˧ʝi˧ʂɯ˥ʝi˩ njæ˧sɯ˩kv̩˩dʑo˩ hæ˧di˩lɑ˩pi˩kv̩˩mæ˩ ə˩gi˩	hædiqo wɤ ətsomɤɲi əʝiʂɯʝi njæsɯkv̩dʑo hædilɑpikv̩mæ əgi	hædiqo wɤ ətsomɤɲi əʝiʂɯʝi njæsɯkv̩dʑo hædilɑpikv̩mæ əgi	['hædiqo', 'wɤ', 'ətsomɤɲi', 'əʝiʂɯʝi', 'njæsɯkv̩dʑo', 'hædilɑpikv̩mæ', 'əgi']	['hædiqo', 'wɤ', 'ətsomɤɲi', 'əʝiʂɯʝi', 'njæsɯkv̩dʑo', 'hædilɑpikv̩mæ', 'əgi']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
əəə…tʰv̩˧ne˧ʝi˥ ɖɯ˧bæ˧ɳɯ˧ ɖɯ˧kʰwɤ˥ tʰi˧kʰɯ˧˥	əĩə…tʰi˧ni˧… ɖɯ˧bæ˧ɳɯ˧ ɖɯ˧kʰwɤ˥tʰi˩kʰɯ˩	əəə…tʰv̩neʝi ɖɯbæɳɯ ɖɯkʰwɤ tʰikʰɯ	əĩə…tʰini… ɖɯbæɳɯ ɖɯkʰwɤtʰikʰɯ	['əəə…tʰv̩neʝi', 'ɖɯbæɳɯ', 'ɖɯkʰwɤ', 'tʰikʰɯ']	['əĩə…tʰini…', 'ɖɯbæɳɯ', 'ɖɯkʰwɤtʰikʰɯ']	-1	0.84375	[0.6086956521739131, 1.0, 0.6666666666666666, 0.0]	0.5688405797101449
ə˧mi˧ no˧bv̩˩ ʈʂʰɯ˧ɭɯ˧se˥ ɖwæ˧˥ dʑɤ˩˥	ə˧mi˧ no˧bv̩˩ʈʂʰɯ˩ɻ̍˩se˩ ɖwæ˧˥ dʑɤ˩˥	əmi nobv̩ ʈʂʰɯɭɯse ɖwæ dʑɤ	əmi nobv̩ʈʂʰɯɻ̍se ɖwæ dʑɤ	['əmi', 'nobv̩', 'ʈʂʰɯɭɯse', 'ɖwæ', 'dʑɤ']	['əmi', 'nobv̩ʈʂʰɯɻ̍se', 'ɖwæ', 'dʑɤ']	-1	0.9019607843137255	[1.0, 0.5555555555555556, 0.0, 0.0, 0.0]	0.3111111111111111
tʰi˩˥ ɖɯ˧ʑi˩ɻ̍˩dʑo˩ zo˧bæ˩ ɖɯ˧v̩˧dʑo˩tsɯ˩ mv̩˩	tʰi˩˥ ə…ɖɯ˧ʑi˩ɻ̍˩dʑo˩ zo˧bæ˩ ɖɯ˧v̩˧dʑo˧˥ tsɯ˩ mv̩˩	tʰi ɖɯʑiɻ̍dʑo zobæ ɖɯv̩dʑotsɯ mv̩	tʰi ə…ɖɯʑiɻ̍dʑo zobæ ɖɯv̩dʑo tsɯ mv̩	['tʰi', 'ɖɯʑiɻ̍dʑo', 'zobæ', 'ɖɯv̩dʑotsɯ', 'mv̩']	['tʰi', 'ə…ɖɯʑiɻ̍dʑo', 'zobæ', 'ɖɯv̩dʑo', 'tsɯ', 'mv̩']	1	0.9565217391304348	[1.0, 0.9, 1.0, 0.8235294117647058, 0.0]	0.7447058823529412
tʰi˩˥ lɑ˧tʰɑ˧di˧ɳɯ˥ le˧tsʰɯ˩ɲi˩kv̩˩tsɯ˩ mv̩	tʰi˩˥ lɑ˧tʰɑ˧di˧ɳɯ˥ le˧tsʰɯ˩ɲi˩kv̩˩tsɯ˩ mv̩˩	tʰi lɑtʰɑdiɳɯ letsʰɯɲikv̩tsɯ mv̩	tʰi lɑtʰɑdiɳɯ letsʰɯɲikv̩tsɯ mv̩	['tʰi', 'lɑtʰɑdiɳɯ', 'letsʰɯɲikv̩tsɯ', 'mv̩']	['tʰi', 'lɑtʰɑdiɳɯ', 'letsʰɯɲikv̩tsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
hɑ˧ ɲi˧qwæ˧ɻ̍˥ hɑ˧ ɖɯ˧qwæ˧ɻ̍˥ mɤ˧ɖo˧	hɑ˧ ɲi˧qwæ˧ɻ̍˥ hɑ˧ ɖɯ˧qwæ˧˥ mɤ˧ɖo˧	hɑ ɲiqwæɻ̍ hɑ ɖɯqwæɻ̍ mɤɖo	hɑ ɲiqwæɻ̍ hɑ ɖɯqwæ mɤɖo	['hɑ', 'ɲiqwæɻ̍', 'hɑ', 'ɖɯqwæɻ̍', 'mɤɖo']	['hɑ', 'ɲiqwæɻ̍', 'hɑ', 'ɖɯqwæ', 'mɤɖo']	0	0.96	[1.0, 1.0, 1.0, 0.8333333333333334, 1.0]	0.9666666666666667
ɖɯ˧njɤ˧ ŋv̩˩˥ pi˧ɲi˥tsɯ˩ mv̩˩	ɖɯ˧njɤ˧ ŋv̩˩˥ pi˩ɲi˥tsɯ˩ mv̩˩	ɖɯnjɤ ŋv̩ piɲitsɯ mv̩	ɖɯnjɤ ŋv̩ piɲitsɯ mv̩	['ɖɯnjɤ', 'ŋv̩', 'piɲitsɯ', 'mv̩']	['ɖɯnjɤ', 'ŋv̩', 'piɲitsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0]	1.0
ɕi˧ʈʂʰwæ˧pɤ˩jɤ˩ ʈʂʰɯ˧ne˧ʝi˥ pɤ˩jɤ˧˥ le˧ti˩hĩ˩ tʰv̩˧ʁo˥ so˧ɭɯ˧ əəə…ʐv̩˩ɭɯ˩˥	ɕi˧ʈʂʰwæ˧pɤ˩jɤ˩ ʈʂʰɯ˧ne˧ʝi˥ pɤ˩jɤ˧˥ le˧ti˩hĩ˩ ʈʂʰɯ˧ʁo˥ so˧ɭɯ˧ əə…ʐv̩˩ɭɯ˩˥	ɕiʈʂʰwæpɤjɤ ʈʂʰɯneʝi pɤjɤ letihĩ tʰv̩ʁo soɭɯ əəə…ʐv̩ɭɯ	ɕiʈʂʰwæpɤjɤ ʈʂʰɯneʝi pɤjɤ letihĩ ʈʂʰɯʁo soɭɯ əə…ʐv̩ɭɯ	['ɕiʈʂʰwæpɤjɤ', 'ʈʂʰɯneʝi', 'pɤjɤ', 'letihĩ', 'tʰv̩ʁo', 'soɭɯ', 'əəə…ʐv̩ɭɯ']	['ɕiʈʂʰwæpɤjɤ', 'ʈʂʰɯneʝi', 'pɤjɤ', 'letihĩ', 'ʈʂʰɯʁo', 'soɭɯ', 'əə…ʐv̩ɭɯ']	0	0.9357798165137615	[1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0.9411764705882353]	0.9201680672268907
tʰi˩˥ hĩ˧ɻæ˧ɳɯ˥ ə˧mi˧ ʈʂʰɯ˧ ʈʂʰɯ˧ne˧gv̩˧ɲi˥tsɯ˩dʑo˩ ʈʂʰɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ə˧tse˧ʝi˧zo˥ ʈʂʰɯ˧ne˧ʝi˥ dʑo˧ɲi˥hɯ˩ pi˧	tʰi˩˥ hĩ˧ɻæ˧ɳɯ˥ ə˧mi˧ ʈʂʰɯ˧ ʈʂʰɯ˧ne˧gv̩˧ɲi˥tsɯ˩dʑo˩ ʈʂʰɯ˧ ʈʂʰɯ˧ne˧ʝi˥ ə˧tse˧ʝi˧zo˥ ʈʂʰɯ˧ne˧ʝi˥ dʑo˧ɲi˥hɯ˩ pi˧	tʰi hĩɻæɳɯ əmi ʈʂʰɯ ʈʂʰɯnegv̩ɲitsɯdʑo ʈʂʰɯ ʈʂʰɯneʝi ətseʝizo ʈʂʰɯneʝi dʑoɲihɯ pi	tʰi hĩɻæɳɯ əmi ʈʂʰɯ ʈʂʰɯnegv̩ɲitsɯdʑo ʈʂʰɯ ʈʂʰɯneʝi ətseʝizo ʈʂʰɯneʝi dʑoɲihɯ pi	['tʰi', 'hĩɻæɳɯ', 'əmi', 'ʈʂʰɯ', 'ʈʂʰɯnegv̩ɲitsɯdʑo', 'ʈʂʰɯ', 'ʈʂʰɯneʝi', 'ətseʝizo', 'ʈʂʰɯneʝi', 'dʑoɲihɯ', 'pi']	['tʰi', 'hĩɻæɳɯ', 'əmi', 'ʈʂʰɯ', 'ʈʂʰɯnegv̩ɲitsɯdʑo', 'ʈʂʰɯ', 'ʈʂʰɯneʝi', 'ətseʝizo', 'ʈʂʰɯneʝi', 'dʑoɲihɯ', 'pi']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]	1.0
li˩˥ ɖɯ˧ɭɯ˧ tʰi˧kʰɯ˩ jɤ˧ɖɯ˧po˩tʰi˩kʰɯ˩	li˩˥ ɖɯ˧ɭɯ˧tʰi˥kʰɯ˩ jɤ˧ ɖɯ˧po˩tʰi˩kʰɯ˩	li ɖɯɭɯ tʰikʰɯ jɤɖɯpotʰikʰɯ	li ɖɯɭɯtʰikʰɯ jɤ ɖɯpotʰikʰɯ	['li', 'ɖɯɭɯ', 'tʰikʰɯ', 'jɤɖɯpotʰikʰɯ']	['li', 'ɖɯɭɯtʰikʰɯ', 'jɤ', 'ɖɯpotʰikʰɯ']	0	0.9629629629629629	[1.0, 0.5714285714285714, 0.0, 0.9090909090909091]	0.6201298701298701
ɑ˩ʁo˧ ɖɯ˧ɲi˥ so˧kʰɯ˧ʈʂʰɯ˧ʂe˧kʰɯ˧ʈʂʰɯ˧ ʈʂʰɯ˧ɖɯ˧mi˧hĩ˧ tʰi˧ʈɯ˧ ɖɯ˧ɲi˥ so˧tɕʰi˧	ɑ˩ʁo˧ ɖɯ˧ɲi˥ so˧kʰɯ˧ʈʂʰɯ˧ ʂe˧kʰɯ˧ʈʂʰɯ˧ ʈʂʰɯ˧ɖɯ˧mi˧ tʰi˧ʈɯ˧˥ ɖɯ˧ɲi˥ so˧tɕʰi˧	ɑʁo ɖɯɲi sokʰɯʈʂʰɯʂekʰɯʈʂʰɯ ʈʂʰɯɖɯmihĩ tʰiʈɯ ɖɯɲi sotɕʰi	ɑʁo ɖɯɲi sokʰɯʈʂʰɯ ʂekʰɯʈʂʰɯ ʈʂʰɯɖɯmi tʰiʈɯ ɖɯɲi sotɕʰi	['ɑʁo', 'ɖɯɲi', 'sokʰɯʈʂʰɯʂekʰɯʈʂʰɯ', 'ʈʂʰɯɖɯmihĩ', 'tʰiʈɯ', 'ɖɯɲi', 'sotɕʰi']	['ɑʁo', 'ɖɯɲi', 'sokʰɯʈʂʰɯ', 'ʂekʰɯʈʂʰɯ', 'ʈʂʰɯɖɯmi', 'tʰiʈɯ', 'ɖɯɲi', 'sotɕʰi']	1	0.9642857142857143	[1.0, 1.0, 0.6666666666666666, 0.4, 0.3076923076923077, 0.2222222222222222, 0.2]	0.5423687423687423
əəə…ə˧mi˧ tɕi˩hĩ˩˥ wɤ˩˥ õ˧bv̩˥õ˩ ʑi˧dv̩˧ʝi˧ze˩ wɤ˩˥ õ˧bv̩˥õ˩ ə˧mi˧tɕi˩ki˩bi˩	əə…ə˧mi˧ tɕi˩hĩ˩˥ wɤ˩˥ õ˧bv̩˥õ˩ ʑi˧tʰv̩˧ʝi˧ʑi˧dʑo˩ õ˧bv̩˥õ˩ə˧mi˧tɕɯ˩ki˩ bi˩	əəə…əmi tɕihĩ wɤ õbv̩õ ʑidv̩ʝize wɤ õbv̩õ əmitɕikibi	əə…əmi tɕihĩ wɤ õbv̩õ ʑitʰv̩ʝiʑidʑo õbv̩õəmitɕɯki bi	['əəə…əmi', 'tɕihĩ', 'wɤ', 'õbv̩õ', 'ʑidv̩ʝize', 'wɤ', 'õbv̩õ', 'əmitɕikibi']	['əə…əmi', 'tɕihĩ', 'wɤ', 'õbv̩õ', 'ʑitʰv̩ʝiʑidʑo', 'õbv̩õəmitɕɯki', 'bi']	-1	0.8421052631578947	[0.9230769230769231, 1.0, 1.0, 1.0, 0.5454545454545454, 0.0, 0.2222222222222222, 0.0]	0.5863442113442113
õ˧ʈʂʰɯ˧ne˧ʝi˥zo˩ no˧bv̩˩ʐwɤ˩ki˩ njɤ˧bv̩˩ʐwɤ˩ki˩ʐwɤ˩ɖwæ˩mɤ˧zo˧ ɖwæ˩mɤ˧zo˧ ɖɯ˧v̩˧ɖɯ˧v̩˧ɳɯ˧	õ˧ʈʂʰɯ˧ne˧ʝi˥dzo˩ no˧bv̩˧ʐwɤ˩ki˩ njɤ˧bv̩˩ʐwɤ˩ki˩ʐe˩ ɖæ˩mɤ˧zo˧ ɖwæ˩mɤ˧zo˧ ɖɯ˧v̩˧ɖɯ˧v̩˧ɳɯ˧	õʈʂʰɯneʝizo nobv̩ʐwɤki njɤbv̩ʐwɤkiʐwɤɖwæmɤzo ɖwæmɤzo ɖɯv̩ɖɯv̩ɳɯ	õʈʂʰɯneʝidzo nobv̩ʐwɤki njɤbv̩ʐwɤkiʐe ɖæmɤzo ɖwæmɤzo ɖɯv̩ɖɯv̩ɳɯ	['õʈʂʰɯneʝizo', 'nobv̩ʐwɤki', 'njɤbv̩ʐwɤkiʐwɤɖwæmɤzo', 'ɖwæmɤzo', 'ɖɯv̩ɖɯv̩ɳɯ']	['õʈʂʰɯneʝidzo', 'nobv̩ʐwɤki', 'njɤbv̩ʐwɤkiʐe', 'ɖæmɤzo', 'ɖwæmɤzo', 'ɖɯv̩ɖɯv̩ɳɯ']	1	0.953125	[0.96, 1.0, 0.7058823529411765, 0.9230769230769231, 0.11764705882352941]	0.7413212669683258
wo˩˥ dʑo˩ õ˧tʰv̩˧ ə˩kʰɯ˩ɲi˥ze˩mæ˩ õõõ	wo˩˥ dʑo˧hĩ˩tʰv̩˧ ə˩kʰɯ˩ɲi˥ze˩mæ˩ ĩ˧	wo dʑo õtʰv̩ əkʰɯɲizemæ õõõ	wo dʑohĩtʰv̩ əkʰɯɲizemæ ĩ	['wo', 'dʑo', 'õtʰv̩', 'əkʰɯɲizemæ', 'õõõ']	['wo', 'dʑohĩtʰv̩', 'əkʰɯɲizemæ', 'ĩ']	-1	0.8275862068965517	[1.0, 0.46153846153846156, 0.125, 0.16666666666666666, 0.0]	0.3506410256410256
ʐwæ˧seʐɤ˩se˩zo˩ni˥ ɖɯ˧v̩˧si˧ʑi˧hõ˧˥ əəə…ɖɯ˧v̩˧dʑɯ˩qwæ˩hõ˩˥ ɖɯ˧v̩˧ mv̩˧kʰɯ˩hõ˩ pi˧zo˩ ə˧mi˧ɻæ˩ɳɯ˩ ʈʂʰɯ˧ne˧ʝi˥ ʈʂæ˧kv̩˧˥ mæ˩	ʐwæ˧˥ɕi˩ ɻɑ˧ʐɤ˧se˥ zo˩no˧˥ ɖɯ˧v̩˧ si˩ɕi˩hõ˩˥ əə…ɖɯ˧v̩˧ dʑɯ˩qʰwæ˩hɑ̃˩˥ ɖɯ˧v̩˧mv̩˧kʰɯ˩hõ˩ pi˧zo˩ ə˧mi˧ɻæ˩ ʈʂʰɯ˧ne˧ʝi˥ ʈʂæ˧kv̩˩˥ mæ˩	ʐwæseʐɤsezoni ɖɯv̩siʑihõ əəə…ɖɯv̩dʑɯqwæhõ ɖɯv̩ mv̩kʰɯhõ pizo əmiɻæɳɯ ʈʂʰɯneʝi ʈʂækv̩ mæ	ʐwæɕi ɻɑʐɤse zono ɖɯv̩ siɕihõ əə…ɖɯv̩ dʑɯqʰwæhɑ̃ ɖɯv̩mv̩kʰɯhõ pizo əmiɻæ ʈʂʰɯneʝi ʈʂækv̩ mæ	['ʐwæseʐɤsezoni', 'ɖɯv̩siʑihõ', 'əəə…ɖɯv̩dʑɯqwæhõ', 'ɖɯv̩', 'mv̩kʰɯhõ', 'pizo', 'əmiɻæɳɯ', 'ʈʂʰɯneʝi', 'ʈʂækv̩', 'mæ']	['ʐwæɕi', 'ɻɑʐɤse', 'zono', 'ɖɯv̩', 'siɕihõ', 'əə…ɖɯv̩', 'dʑɯqʰwæhɑ̃', 'ɖɯv̩mv̩kʰɯhõ', 'pizo', 'əmiɻæ', 'ʈʂʰɯneʝi', 'ʈʂækv̩', 'mæ']	3	0.8852459016393442	[0.4444444444444444, 0.11764705882352941, 0.09523809523809523, 1.0, 0.375, 0.0, 0.11764705882352941, 0.19047619047619047, 0.0, 0.5714285714285714]	0.291188141923436
oʈʂʰɯ˧ɳɯ˧ qʰæ˩tsʰɯ˩˥ ɲi˩ pi˧ zo˩no˥ mje˩fe˥ ʈʂʰɯ˧ ʈʂʰɯ˧ne˧ʝi˥	oʈʂʰɯ˧ɳɯ˧ qʰæ˧tsʰɯ˧˥ ɲi˩ pi˧ zo˩no˥ mi˩fv̩˧ʈʂʰɯ˥ ʈʂʰɯ˧ne˧ʝi˥	oʈʂʰɯɳɯ qʰætsʰɯ ɲi pi zono mjefe ʈʂʰɯ ʈʂʰɯneʝi	oʈʂʰɯɳɯ qʰætsʰɯ ɲi pi zono mifv̩ʈʂʰɯ ʈʂʰɯneʝi	['oʈʂʰɯɳɯ', 'qʰætsʰɯ', 'ɲi', 'pi', 'zono', 'mjefe', 'ʈʂʰɯ', 'ʈʂʰɯneʝi']	['oʈʂʰɯɳɯ', 'qʰætsʰɯ', 'ɲi', 'pi', 'zono', 'mifv̩ʈʂʰɯ', 'ʈʂʰɯneʝi']	-1	0.9230769230769231	[1.0, 1.0, 1.0, 1.0, 1.0, 0.2857142857142857, 0.6666666666666666, 0.0]	0.7440476190476191
ɖɯ˧kʰv̩˧˥ ɖɯ˧ʂɯ˩hĩ˩ʈʂʰɯ˩dʑo˩ ɕi˧ɭɯ˧ ɕi˧ɭɯ˧ qʰɑ˧dze˧ nv̩˩ɭɯ˥ nv̩˧hṽ̩˩ jɤ˩jo˥ qwæ˧tsɯ˧	ɖɯ˧kʰv̩˥ ɖɯ˧ʂɯ˩hĩ˩ʈʂʰɯ˩ddʑo˩ ɕi˧ɭɯ˧ ɕi˧ɭɯ˧ qʰɑ˧dze˧ nv̩˩ɭɯ˧ lv̩˧hṽ̩˩ jɤ˩jo˥ qwæ˧tsɯ˧	ɖɯkʰv̩ ɖɯʂɯhĩʈʂʰɯdʑo ɕiɭɯ ɕiɭɯ qʰɑdze nv̩ɭɯ nv̩hṽ̩ jɤjo qwætsɯ	ɖɯkʰv̩ ɖɯʂɯhĩʈʂʰɯddʑo ɕiɭɯ ɕiɭɯ qʰɑdze nv̩ɭɯ lv̩hṽ̩ jɤjo qwætsɯ	['ɖɯkʰv̩', 'ɖɯʂɯhĩʈʂʰɯdʑo', 'ɕiɭɯ', 'ɕiɭɯ', 'qʰɑdze', 'nv̩ɭɯ', 'nv̩hṽ̩', 'jɤjo', 'qwætsɯ']	['ɖɯkʰv̩', 'ɖɯʂɯhĩʈʂʰɯddʑo', 'ɕiɭɯ', 'ɕiɭɯ', 'qʰɑdze', 'nv̩ɭɯ', 'lv̩hṽ̩', 'jɤjo', 'qwætsɯ']	0	0.9767441860465116	[1.0, 0.9655172413793104, 1.0, 1.0, 1.0, 1.0, 0.8571428571428571, 1.0, 1.0]	0.9802955665024631
tɑ˧ho˧ ʈʂʰɯ˧ne˧ʝi˥ le˧qwæ˧˥ hĩ˧hĩ˧ʈʂʰɯ˧ ɖwæ˧˥ ho˧ho˥ɲi˩mæ˩ dʑɤ˩ɲi˥mæ˩	tɑ˧hɤ˧ ʈʂʰɯ˧ne˧ʝi˥ le˧qwæ˧˥ hĩ˧˥ hĩ˧ʈʂʰɯ˧ ɖwæ˧˥ ho˩ho˥ɲi˩mæ˩ dʑɤ˩ɲi˥mæ˩	tɑho ʈʂʰɯneʝi leqwæ hĩhĩʈʂʰɯ ɖwæ hohoɲimæ dʑɤɲimæ	tɑhɤ ʈʂʰɯneʝi leqwæ hĩ hĩʈʂʰɯ ɖwæ hohoɲimæ dʑɤɲimæ	['tɑho', 'ʈʂʰɯneʝi', 'leqwæ', 'hĩhĩʈʂʰɯ', 'ɖwæ', 'hohoɲimæ', 'dʑɤɲimæ']	['tɑhɤ', 'ʈʂʰɯneʝi', 'leqwæ', 'hĩ', 'hĩʈʂʰɯ', 'ɖwæ', 'hohoɲimæ', 'dʑɤɲimæ']	1	0.970873786407767	[0.75, 1.0, 1.0, 0.46153846153846156, 0.0, 0.18181818181818182, 0.5333333333333333]	0.560955710955711
tʰi˩˥ hõ˧ɬi˧mi˧ gv̩˩ɬi˩mi˩˥ əəə…tsʰe˧ɬi˧mi˧ tʰi˩˥ gv̩˩ɬi˩mi˩˥ hõ˧ɬi˧mi˧ qʰɑ˧dze˧ wɤ˩˥ le˧ɖʐɤ˧le˥po˩tsʰɯ˩ ɑ˩ʁo˥ ʈʂʰɯ˧ne˧ʝi˥ ntʰi˧tɕɯ˥	tʰi˩˥ hõ˧ɬi˧mi˧ gv̩˩ɬi˩mi˩˥ əə…tsʰe˧ɬi˧mi˧ tʰi˩˥ gv̩˩ɬi˩mi˩˥ hõ˧ɬi˧mi˧qʰɑ˧dze˧ wɤ˩˥ le˧ɖʐɤ˧le˥po˩tsʰɯ˩ ɑ˩ʁo˧ ʈʂʰɯ˧ne˧ʝi˥ tʰi˧tɕɯ˥	tʰi hõɬimi gv̩ɬimi əəə…tsʰeɬimi tʰi gv̩ɬimi hõɬimi qʰɑdze wɤ leɖʐɤlepotsʰɯ ɑʁo ʈʂʰɯneʝi ntʰitɕɯ	tʰi hõɬimi gv̩ɬimi əə…tsʰeɬimi tʰi gv̩ɬimi hõɬimiqʰɑdze wɤ leɖʐɤlepotsʰɯ ɑʁo ʈʂʰɯneʝi tʰitɕɯ	['tʰi', 'hõɬimi', 'gv̩ɬimi', 'əəə…tsʰeɬimi', 'tʰi', 'gv̩ɬimi', 'hõɬimi', 'qʰɑdze', 'wɤ', 'leɖʐɤlepotsʰɯ', 'ɑʁo', 'ʈʂʰɯneʝi', 'ntʰitɕɯ']	['tʰi', 'hõɬimi', 'gv̩ɬimi', 'əə…tsʰeɬimi', 'tʰi', 'gv̩ɬimi', 'hõɬimiqʰɑdze', 'wɤ', 'leɖʐɤlepotsʰɯ', 'ɑʁo', 'ʈʂʰɯneʝi', 'tʰitɕɯ']	-1	0.9842931937172775	[1.0, 1.0, 1.0, 0.9565217391304348, 1.0, 1.0, 0.7, 0.0, 0.13333333333333333, 0.125, 0.0, 0.2857142857142857, 0.0]	0.5538899506290811
tʰi˩˥ ə˧dɑ˥ɳɯ˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧tsɯ˩ mv̩	tʰi˩˥ ə˧dɑ˥ɳɯ˩ ʈʂʰɯ˧ne˧ʝi˥ pi˧tsɯ˩ mv̩˩	tʰi ədɑɳɯ ʈʂʰɯneʝi pitsɯ mv̩	tʰi ədɑɳɯ ʈʂʰɯneʝi pitsɯ mv̩	['tʰi', 'ədɑɳɯ', 'ʈʂʰɯneʝi', 'pitsɯ', 'mv̩']	['tʰi', 'ədɑɳɯ', 'ʈʂʰɯneʝi', 'pitsɯ', 'mv̩']	0	1.0	[1.0, 1.0, 1.0, 1.0, 1.0]	1.0
tʰi˩˥ dʑɤ˩tsʰo˧kv̩˧ze˥mæ˩	tʰi˩˥ dʑɤ˩tsʰo˧kv̩˧ze˥mæ˩	tʰi dʑɤtsʰokv̩zemæ	tʰi dʑɤtsʰokv̩zemæ	['tʰi', 'dʑɤtsʰokv̩zemæ']	['tʰi', 'dʑɤtsʰokv̩zemæ']	0	1.0	[1.0, 1.0]	1.0
zo˩no˧dʑo˥ tʰi˩˥ ə˧ʝi˧tsʰi˧ʝi˧ dʑɤ˩˥ ʑi˧mi˧ ə˧ʝi˧ʂɯ˥ʝi˩ɳɯ˩ le˧gv̩˧gv̩˥ mɤ˧tʰɑ˧˥ dʑɤ˩˥ gv̩˩hĩ˩˥ mɤ˧dʑo˩	zo˩no˧dʑo˧ tʰi˩˥ ə˧ʝi˧tsʰi˧ʝi˧dʑɤ˩˥ ʑi˧mi˧ ə˧ʝi˧ʂɯ˥ʝi˩ɳɯ˩ le˧gv̩˧gv̩˥ nɤ˧tʰɑ˧˥ dʑɤ˩˥ gv̩˩hĩ˩˥ mɤ˧dʑo˩	zonodʑo tʰi əʝitsʰiʝi dʑɤ ʑimi əʝiʂɯʝiɳɯ legv̩gv̩ mɤtʰɑ dʑɤ gv̩hĩ mɤdʑo	zonodʑo tʰi əʝitsʰiʝidʑɤ ʑimi əʝiʂɯʝiɳɯ legv̩gv̩ nɤtʰɑ dʑɤ gv̩hĩ mɤdʑo	['zonodʑo', 'tʰi', 'əʝitsʰiʝi', 'dʑɤ', 'ʑimi', 'əʝiʂɯʝiɳɯ', 'legv̩gv̩', 'mɤtʰɑ', 'dʑɤ', 'gv̩hĩ', 'mɤdʑo']	['zonodʑo', 'tʰi', 'əʝitsʰiʝidʑɤ', 'ʑimi', 'əʝiʂɯʝiɳɯ', 'legv̩gv̩', 'nɤtʰɑ', 'dʑɤ', 'gv̩hĩ', 'mɤdʑo']	-1	0.9790209790209791	[1.0, 1.0, 0.8571428571428571, 0.2857142857142857, 0.3076923076923077, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]	0.33641358641358643
mmm…le˧gv̩˧gv̩˥pi˩kv̩˩mæ˩ nɑ˩ʐwɤ˥dʑo˩ le˧gv̩˧gv̩˥dʑo˩ tʰi˩˥	mm…le˧gv̩˧gv̩˥ pi˩kv̩˩mæ˩ nɑ˩ʐwɤ˥dʑo˩ le˧gv̩˧gv̩˥dʑo˩ tʰi˩˥	mmm…legv̩gv̩pikv̩mæ nɑʐwɤdʑo legv̩gv̩dʑo tʰi	mm…legv̩gv̩ pikv̩mæ nɑʐwɤdʑo legv̩gv̩dʑo tʰi	['mmm…legv̩gv̩pikv̩mæ', 'nɑʐwɤdʑo', 'legv̩gv̩dʑo', 'tʰi']	['mm…legv̩gv̩', 'pikv̩mæ', 'nɑʐwɤdʑo', 'legv̩gv̩dʑo', 'tʰi']	1	0.9772727272727273	[0.7333333333333333, 0.0, 0.3157894736842105, 0.0]	0.26228070175438595
