Reference	Prediction	Ref_char	Pred_char	F_score_char	Precision_char	Recall_char
tsuku tɕe tɕe tɯɟom kɯnɤ tuzri mɯ́jcha  tɯʁar jamar 	tsuku tɕe tɕe tɯɟom kɯnɤ tuzri mɯ́jcha tɤʁar jamar	['t', 's', 'u', 'k', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɯ', 'ɟ', 'o', 'm', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 't', 'u', 'z', 'r', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'S', 'S', 't', 'ɯ', 'ʁ', 'a', 'r', 'S', 'j', 'a', 'm', 'a', 'r', 'S']	['t', 's', 'u', 'k', 'u', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɯ', 'ɟ', 'o', 'm', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 't', 'u', 'z', 'r', 'i', 'S', 'm', 'ɯ', '́', 'j', 'c', 'h', 'a', 'S', '*', 't', 'ɤ', 'ʁ', 'a', 'r', 'S', 'j', 'a', 'm', 'a', 'r', '*']	0.931	0.935	0.98
tɕendɤre tɕheme nɯ kɯ rɤɣo ɯkɯspa si ɣɯ ɯrtaʁ nɯnɯ  nɯhuayuan ɯŋgɯ nɯtɕu nɯmɯntoʁ ɯsɤji nɯnɯtɕu 	nɯra pamtshɤmnɯ tɕe joɣinɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 't', 'ɕ', 'h', 'e', 'm', 'e', 'S', 'n', 'ɯ', 'S', 'k', 'ɯ', 'S', 'r', 'ɤ', 'ɣ', 'o', 'S', 'ɯ', 'k', 'ɯ', 's', 'p', 'a', 'S', 's', 'i', 'S', 'ɣ', 'ɯ', 'S', 'ɯ', 'r', 't', 'a', 'ʁ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'S', 'n', 'ɯ', 'h', 'u', 'a', 'y', 'u', 'a', 'n', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 'n', 'ɯ', 't', 'ɕ', 'u', 'S', 'n', 'ɯ', 'm', 'ɯ', 'n', 't', 'o', 'ʁ', 'S', 'ɯ', 's', 'ɤ', 'j', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 't', 'ɕ', 'u', 'S']	['*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 'n', 'ɯ', '*', '*', '*', '*', 'r', '*', '*', 'a', 'S', '*', '*', '*', '*', 'p', 'a', '*', '*', '*', '*', '*', '*', '*', '*', 'm', 't', '*', '*', '*', '*', '*', '*', '*', '*', '*', '*', 's', 'h', '*', '*', '*', 'ɤ', 'm', 'n', '*', '*', '*', '*', 'ɯ', 'S', '*', '*', 't', 'ɕ', 'e', 'S', '*', '*', '*', '*', '*', 'j', 'o', '*', '*', '*', '*', '*', 'ɣ', 'i', '*', 'n', 'ɯ', '*', '*', '*', '*', '*', '*']	0.23	0.7	0.212
tɕendɤre iɕqha rɟɤmtshu nɯ jopjɤlnɯ tɕe 	tɕendɤre iɕqha rɟɤmtshu nɯ jopjɤlnɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'ɟ', 'ɤ', 'm', 't', 's', 'h', 'u', 'S', 'n', 'ɯ', 'S', 'j', 'o', 'p', 'j', 'ɤ', 'l', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'r', 'ɟ', 'ɤ', 'm', 't', 's', 'h', 'u', 'S', 'n', 'ɯ', 'S', 'j', 'o', 'p', 'j', 'ɤ', 'l', 'n', 'ɯ', '*', '*', '*', '*', '*']	0.918	0.955	0.939
iɕqha nɯ kupa ɣɯ nɤki tɕhaŋkha nɯ tɕe fse wo	iɕqha nɯ kupa ɣɯ nɤki tɕhaŋkha nɯ tse se wo	['i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'p', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɕ', 'h', 'a', 'ŋ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'f', 's', 'e', 'S', 'w', 'o']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'k', 'u', 'p', 'a', 'S', 'ɣ', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 't', 'ɕ', 'h', 'a', 'ŋ', 'k', 'h', 'a', 'S', 'n', 'ɯ', 'S', 't', 's', 'e', 'S', '*', 's', 'e', 'S', 'w', 'o']	0.879	0.929	0.937
nɯ kɯnɤ sla me tɕe ɲɯra	nɯ kɯnɤ sla me tɕe ɲɯra	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 's', 'l', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɲ', 'ɯ', 'r', 'a']	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 's', 'l', 'a', 'S', 'm', 'e', 'S', 't', 'ɕ', 'e', 'S', 'ɲ', 'ɯ', 'r', 'a']	1.0	1.0	1.0
nɯ kɯnɤ nɯkɯsɤmtshi ɣɤʑu	nɯ kɯnɤ nɯkɯsɤmtshi ɣɤʑu	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', 'm', 't', 's', 'h', 'i', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	['n', 'ɯ', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'n', 'ɯ', 'k', 'ɯ', 's', 'ɤ', 'm', 't', 's', 'h', 'i', 'S', 'ɣ', 'ɤ', 'ʑ', 'u']	1.0	1.0	1.0
iɕqha kha ɣɯ pɯwɯ nɯnɯ tɕe ɯkɯnɯβdaʁ ɣɤʑu tɕe nɯnɯ kɤndza mɯpjɤnɤz	iɕqha kha ɣɯ pɯwɯ nɯnɯ tɕe ɯkɯnɯβdaʁ ɣɤʑu tɕe nɯnɯ kɤndza mɯpjɤnɤz	['i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'h', 'a', 'S', 'ɣ', 'ɯ', 'S', 'p', 'ɯ', 'w', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'n', 'ɯ', 'β', 'd', 'a', 'ʁ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɤ', 'z']	['i', 'ɕ', 'q', 'h', 'a', 'S', 'k', 'h', 'a', 'S', 'ɣ', 'ɯ', 'S', 'p', 'ɯ', 'w', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 'ɯ', 'k', 'ɯ', 'n', 'ɯ', 'β', 'd', 'a', 'ʁ', 'S', 'ɣ', 'ɤ', 'ʑ', 'u', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', 'n', 'd', 'z', 'a', 'S', 'm', 'ɯ', 'p', 'j', 'ɤ', 'n', 'ɤ', 'z']	1.0	1.0	1.0
tɕe nɯ hanɯni mɤnaχtɕɯɣ	tɕe nɯ hanɯni mɤnaχtɕɯɣ	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'h', 'a', 'n', 'ɯ', 'n', 'i', 'S', 'm', 'ɤ', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'h', 'a', 'n', 'ɯ', 'n', 'i', 'S', 'm', 'ɤ', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	1.0	1.0	1.0
tutɯ tɤtɯta ŋu tɕe	tɤtɯta ŋu tɕe	['t', 'u', 't', 'ɯ', 'S', 't', 'ɤ', 't', 'ɯ', 't', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	['t', '*', '*', '*', '*', '*', 'ɤ', 't', 'ɯ', 't', 'a', 'S', 'ŋ', 'u', 'S', 't', 'ɕ', 'e']	0.793	0.9	0.833
tɕendɤre praʁ ra jɤsɯpjɤl tɕe nɤkinɯ	tɕendɤre praʁ ra jɤsɯpjɤl tɕe nɤkinɯ	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'j', 'ɤ', 's', 'ɯ', 'p', 'j', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'p', 'r', 'a', 'ʁ', 'S', 'r', 'a', 'S', 'j', 'ɤ', 's', 'ɯ', 'p', 'j', 'ɤ', 'l', 'S', 't', 'ɕ', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ']	1.0	1.0	1.0
tɕendɤre nɤkinɯ kɯlɤɣ tɤpɤtso nɯ ɯsɯmpa tɕe masɤrɯrju ɲɯnɤre pjɤŋu	tɕendɤre nɤkinɯ kɯlɤɣ tɤpɤtso nɯ ɯsɯmɯpa tɕe masɤrɯrji ɲɯnɤre pjɤŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'l', 'ɤ', 'ɣ', 'S', 't', 'ɤ', 'p', 'ɤ', 't', 's', 'o', 'S', 'n', 'ɯ', 'S', 'ɯ', 's', 'ɯ', 'm', '*', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 'm', 'a', 's', 'ɤ', 'r', 'ɯ', 'r', 'j', 'u', 'S', 'ɲ', 'ɯ', 'n', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'l', 'ɤ', 'ɣ', 'S', 't', 'ɤ', 'p', 'ɤ', 't', 's', 'o', 'S', 'n', 'ɯ', 'S', 'ɯ', 's', 'ɯ', 'm', 'ɯ', 'p', 'a', 'S', 't', 'ɕ', 'e', 'S', 'm', 'a', 's', 'ɤ', 'r', 'ɯ', 'r', 'j', 'i', 'S', 'ɲ', 'ɯ', 'n', 'ɤ', 'r', 'e', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.925	0.973	0.935
ma nɯnɯ ɟɤwɤt ŋu	ma nɯnɯ ɟɤwɤn ŋu	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɟ', 'ɤ', 'w', 'ɤ', 't', 'S', 'ŋ', 'u']	['m', 'a', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'ɟ', 'ɤ', 'w', 'ɤ', 'n', 'S', 'ŋ', 'u']	0.891	0.97	0.909
ɯnɯnɯ tɕe tɕe qambalɯla nɯ fanzheng qajɯ ci ndɤre ɕti	ɯnɯnɯ tɕe tɕe qambalɯla nɯ fanzi qajɯ ci ndɤre ɕti	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'm', 'b', 'a', 'l', 'ɯ', 'l', 'a', 'S', 'n', 'ɯ', 'S', 'f', 'a', 'n', 'z', 'h', 'e', 'n', 'g', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'c', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɕ', 't', 'i']	['ɯ', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɕ', 'e', 'S', 't', 'ɕ', 'e', 'S', 'q', 'a', 'm', 'b', 'a', 'l', 'ɯ', 'l', 'a', 'S', 'n', 'ɯ', 'S', 'f', 'a', 'n', 'z', '*', '*', '*', 'i', 'S', 'q', 'a', 'j', 'ɯ', 'S', 'c', 'i', 'S', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'ɕ', 't', 'i']	0.844	0.939	0.89
tɕe nɯ qapar nɯnɯ li wuma ʑo kɯŋɤn tɕe	tɕe nɯ qapar nɯnɯ li wuma ʑo kɯŋɤn tɕe	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'a', 'p', 'a', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'l', 'i', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'S', 'q', 'a', 'p', 'a', 'r', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'l', 'i', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'k', 'ɯ', 'ŋ', 'ɤ', 'n', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
ʑɯmkhɤm ɯku sɤtɕha kɯkukɯrɤʑi ra nɯ ɯŋgɯz tɕe stu kɯmɤɕi stu kɯχɕu nɯra ɲɯŋu toti	ʑɯmkhɤm ɯku kɯki sɤtɕha ku kukɯrɤʑi ra nɯ ɯŋgɯz tɕe stu kɯmɤɕi stu kɯχɕu nɯra ɲɯŋu toti	['ʑ', 'ɯ', 'm', 'k', 'h', 'ɤ', 'm', 'S', 'ɯ', 'k', 'u', 'S', '*', '*', '*', '*', '*', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'k', '*', 'ɯ', 'k', 'u', 'k', 'ɯ', 'r', 'ɤ', 'ʑ', 'i', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'm', 'ɤ', 'ɕ', 'i', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'χ', 'ɕ', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'o', 't', 'i']	['ʑ', 'ɯ', 'm', 'k', 'h', 'ɤ', 'm', 'S', 'ɯ', 'k', 'u', 'S', 'k', 'ɯ', 'k', 'i', 'S', 's', 'ɤ', 't', 'ɕ', 'h', 'a', 'S', 'k', 'u', 'S', 'k', 'u', 'k', 'ɯ', 'r', 'ɤ', 'ʑ', 'i', 'S', 'r', 'a', 'S', 'n', 'ɯ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'z', 'S', 't', 'ɕ', 'e', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'm', 'ɤ', 'ɕ', 'i', 'S', 's', 't', 'u', 'S', 'k', 'ɯ', 'χ', 'ɕ', 'u', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɯ', 'ŋ', 'u', 'S', 't', 'o', 't', 'i']	0.935	0.964	0.953
qhe langfei ɲɯsɯxɕe ɕti ɣɯβde ra ma	qhe nɯ nangfei ɲɯsɯxɕe ɕti ɣɯβde ra ma	['q', 'h', 'e', 'S', '*', '*', '*', 'l', 'a', 'n', 'g', 'f', 'e', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'x', 'ɕ', 'e', 'S', 'ɕ', 't', 'i', 'S', 'ɣ', 'ɯ', 'β', 'd', 'e', 'S', 'r', 'a', 'S', 'm', 'a']	['q', 'h', 'e', 'S', 'n', 'ɯ', 'S', 'n', 'a', 'n', 'g', 'f', 'e', 'i', 'S', 'ɲ', 'ɯ', 's', 'ɯ', 'x', 'ɕ', 'e', 'S', 'ɕ', 't', 'i', 'S', 'ɣ', 'ɯ', 'β', 'd', 'e', 'S', 'r', 'a', 'S', 'm', 'a']	0.876	0.952	0.909
tɕe nɯnɯ nɤkinɯ kɯpɤz nɯnɯ nɯnɯ tuste tɕe iʑora	tɕe nɯnɯ nɤkinɯ kɯpɤz nɯnɯ nɯnɯ tuste tɕe iʑora	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'p', 'ɤ', 'z', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', 's', 't', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ʑ', 'o', 'r', 'a']	['t', 'ɕ', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'n', 'ɯ', 'S', 'k', 'ɯ', 'p', 'ɤ', 'z', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'u', 's', 't', 'e', 'S', 't', 'ɕ', 'e', 'S', 'i', 'ʑ', 'o', 'r', 'a']	1.0	1.0	1.0
tɕendɤre iɕqha nɯ nɯ kɤntɕhaʁ ɯŋgɯ tɯrme nɯra kɯ nɤki nɯnɯ pjɤ ɲɯsɤfɕɤranɯ pjɤŋu nɯ wuma ʑo ɲɯmpɕɤr khi nɯra tutinɯ pjɤŋu	tɕendɤre iɕqha nɯ nɯnɯ kɤtɕhaʁ ɯŋgɯ tɯrme nɯra kɯ nɤki nɯnɯ pjɤ ɲɯsɤfɕaranɯ pjɤŋu nɯ wuma ʑo ɲɯmpɕɤr khi nɯra tutinɯ pjɤŋu	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', '*', '*', 'S', 'k', 'ɤ', 'n', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'S', 'ɲ', 'ɯ', 's', 'ɤ', 'f', 'ɕ', 'ɤ', 'r', 'a', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'k', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'i', 'ɕ', 'q', 'h', 'a', 'S', 'n', 'ɯ', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'k', 'ɤ', '*', 't', 'ɕ', 'h', 'a', 'ʁ', 'S', 'ɯ', 'ŋ', 'g', 'ɯ', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'k', 'ɯ', 'S', 'n', 'ɤ', 'k', 'i', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'S', 'ɲ', 'ɯ', 's', 'ɤ', 'f', 'ɕ', 'a', 'r', 'a', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u', 'S', 'n', 'ɯ', 'S', 'w', 'u', 'm', 'a', 'S', 'ʑ', 'o', 'S', 'ɲ', 'ɯ', 'm', 'p', 'ɕ', 'ɤ', 'r', 'S', 'k', 'h', 'i', 'S', 'n', 'ɯ', 'r', 'a', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'ŋ', 'u']	0.955	0.954	0.957
tɕe tɯrme khɯkhro kɯ ʑo ɣɯtorɤtshɤtnɯ tɕe	tɕe tɯrme khɯkhro kɯ ʑo ɣɯtorɤtshɤtnɯ tɕe	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'k', 'h', 'ɯ', 'k', 'h', 'r', 'o', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'ɣ', 'ɯ', 't', 'o', 'r', 'ɤ', 't', 's', 'h', 'ɤ', 't', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	['t', 'ɕ', 'e', 'S', 't', 'ɯ', 'r', 'm', 'e', 'S', 'k', 'h', 'ɯ', 'k', 'h', 'r', 'o', 'S', 'k', 'ɯ', 'S', 'ʑ', 'o', 'S', 'ɣ', 'ɯ', 't', 'o', 'r', 'ɤ', 't', 's', 'h', 'ɤ', 't', 'n', 'ɯ', 'S', 't', 'ɕ', 'e']	1.0	1.0	1.0
kɯnɯɕɯʁjɯ manɯtɯnɯɕɯʁjɯ 	kɯnɯɕɯʁjɯ manɯtɯnɯɕɯʁjɯ	['k', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', 'S', 'm', 'a', 'n', 'ɯ', 't', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', 'S']	['k', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', 'S', 'm', 'a', 'n', 'ɯ', 't', 'ɯ', 'n', 'ɯ', 'ɕ', 'ɯ', 'ʁ', 'j', 'ɯ', '*']	0.879	0.909	0.955
tɕendɤre nɯnɯ tɤrpi tɯɣjɤn nɯra ɲɤsɯβzunɯ pjɤ pjɤra khi ma	tɕendɤre nɯnɯ tɤrpi tɯɣjɤn nɯra ɲɤsɯβzunɯ pjɤr  pjɤra khi ma	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɤ', 'r', 'p', 'i', 'S', 't', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', '*', '*', 'S', 'p', 'j', 'ɤ', 'r', 'a', 'S', 'k', 'h', 'i', 'S', 'm', 'a']	['t', 'ɕ', 'e', 'n', 'd', 'ɤ', 'r', 'e', 'S', 'n', 'ɯ', 'n', 'ɯ', 'S', 't', 'ɤ', 'r', 'p', 'i', 'S', 't', 'ɯ', 'ɣ', 'j', 'ɤ', 'n', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'ɲ', 'ɤ', 's', 'ɯ', 'β', 'z', 'u', 'n', 'ɯ', 'S', 'p', 'j', 'ɤ', 'r', 'S', 'S', 'p', 'j', 'ɤ', 'r', 'a', 'S', 'k', 'h', 'i', 'S', 'm', 'a']	0.949	0.987	0.957
nɯnɯ jla nɯra doŋtsi tutinɯ rɟandzi tutinɯ	nɯnɯ jla nɯra ndoŋtsi tutɯrɟandzi tutinɯ ɲɯŋɯ	['n', 'ɯ', 'n', 'ɯ', 'S', 'j', 'l', 'a', 'S', 'n', 'ɯ', 'r', 'a', 'S', '*', 'd', 'o', 'ŋ', 't', 's', 'i', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'r', 'ɟ', 'a', 'n', 'd', 'z', 'i', 'S', 't', 'u', 't', 'i', 'n', '*', '*', '*', 'ɯ', '*', '*']	['n', 'ɯ', 'n', 'ɯ', 'S', 'j', 'l', 'a', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'n', 'd', 'o', 'ŋ', 't', 's', 'i', 'S', 't', 'u', 't', '*', '*', 'ɯ', '*', 'r', 'ɟ', 'a', 'n', 'd', 'z', 'i', 'S', 't', 'u', 't', 'i', 'n', 'ɯ', 'S', 'ɲ', 'ɯ', 'ŋ', 'ɯ']	0.835	0.827	0.912
ʑɤni kɯnɤ chɤrɤrɟitndʑi ndʑirɟit nɯra chɤrɤrɟitnɯ	ʑɤni kɯnɤ chɤrɤrɟitndʑi ndʑirɟit nɯra chɤrɤrɟitnɯ	['ʑ', 'ɤ', 'n', 'i', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'd', 'ʑ', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'r', 'ɟ', 'i', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'ɯ']	['ʑ', 'ɤ', 'n', 'i', 'S', 'k', 'ɯ', 'n', 'ɤ', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'd', 'ʑ', 'i', 'S', 'n', 'd', 'ʑ', 'i', 'r', 'ɟ', 'i', 't', 'S', 'n', 'ɯ', 'r', 'a', 'S', 'c', 'h', 'ɤ', 'r', 'ɤ', 'r', 'ɟ', 'i', 't', 'n', 'ɯ']	1.0	1.0	1.0
tɕhi xtsɤrtɯm tutinɯ cho naχtɕɯɣ	tɕhi xtsɤrtɯm tuti nɯ cho naχtɕɯɣ	['t', 'ɕ', 'h', 'i', 'S', 'x', 't', 's', 'ɤ', 'r', 't', 'ɯ', 'm', 'S', 't', 'u', 't', 'i', '*', 'n', 'ɯ', 'S', 'c', 'h', 'o', 'S', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	['t', 'ɕ', 'h', 'i', 'S', 'x', 't', 's', 'ɤ', 'r', 't', 'ɯ', 'm', 'S', 't', 'u', 't', 'i', 'S', 'n', 'ɯ', 'S', 'c', 'h', 'o', 'S', 'n', 'a', 'χ', 't', 'ɕ', 'ɯ', 'ɣ']	0.942	0.989	0.947
